frame,step,time_s,time_kappa,energy_eV,n_atoms,ovito_surface_area_A2,gamma_ovito_eV_A2,gamma_ovito_mJ_m2
57,57000,0.00000997416,10.337128918860179,-23535.2,14304,117122.94186918538,0.011071894569112893,177.39130772744176
58,58000,0.0000101263,10.494805434347738,-23677.5,14376,117502.24318932238,0.010888864597575832,174.45884429025813
59,59000,0.0000102703,10.644045727697339,-23797.9,14444,117902.26260703761,0.010831981301805191,173.5474734167718
60,60000,0.0000104198,10.798986171140154,-23928.1,14524,118217.23549005632,0.01087655601714789,174.26163909066452
61,61000,0.0000105604,10.944702735341224,-24114.4,14648,119102.14889554436,0.011038947493323872,176.86343737756377
62,62000,0.0000107031,11.092595720486974,-24363.2,14818,120398.80704794663,0.011304805432647924,181.12295116104764
63,63000,0.0000108407,11.235203111909929,-24529.3,14916,120976.98911882054,0.011284085229292463,180.79097690436916
64,64000,0.0000109859,11.385687074370777,-24617.3,14946,121097.68486888646,0.010976222521835078,175.85847254068716
65,65000,0.0000111263,11.53119636038664,-24785.7,15058,121573.678154993,0.011147387728716983,178.6008414908868
66,66000,0.0000112632,11.673078278161364,-24918.2,15134,122081.01003243403,0.011096452623057858,177.7847711295131
67,67000,0.0000114104,11.825635022474291,-25103.4,15262,123063.1005875282,0.01130863910754573,181.1843734044838
68,68000,0.0000115562,11.976740819490763,-25227.2,15324,123362.45358289412,0.011150144505480946,178.64500992405056
69,69000,0.0000117028,12.128675729248068,-25376.5,15406,123594.19975030652,0.011073031734214218,177.4095271209852
70,70000,0.000011845,12.276050518930798,-25468.5,15450,123905.95403761356,0.01091914598058175,174.94400553323098
71,71000,0.0000119869,12.42311439133572,-25543.2,15478,123969.92170945523,0.010703044978197752,171.4816857671948
72,72000,0.0000121272,12.568520038258976,-25622.4,15518,124190.1130296824,0.010605484252076951,169.91859060932657
73,73000,0.0000122622,12.708432813274229,-25785,15624,124954.50248254833,0.01071201083119751,171.62533456899567
74,74000,0.0000124011,12.852387512901032,-25952.3,15734,125569.02251317694,0.010848023793901977,173.8045024766578
75,75000,0.0000125449,13.001420528065427,-26076.1,15818,125886.4283336568,0.010995633972005196,176.16947825963337
76,76000,0.0000126855,13.147137092266497,-26217.3,15904,126642.29490708999,0.010993945308882813,176.14242289365956
77,77000,0.0000128247,13.29140270917111,-26303,15946,126852.67128036368,0.010874908049441264,174.2352357371331
78,78000,0.000012961,13.432662792390214,-26423.9,16014,127251.61684537999,0.01081841046996436,173.33004471997856
79,79000,0.0000131024,13.579208469332114,-26576.1,16114,127973.13984700319,0.010924650482682487,175.03219737970701
80,80000,0.0000132458,13.727826928126092,-26739.3,16224,128659.48464716655,0.011082149037905034,177.55560243037027
81,81000,0.0000133888,13.876030830549656,-26929.1,16332,129193.40203906018,0.011018467580639854,176.53531300187686
82,82000,0.0000135227,14.014803575546265,-27100.4,16442,129698.41843767707,0.011127160141073178,178.2767598080359
83,83000,0.0000136599,14.156996410598802,-27238.7,16522,130225.34060981544,0.011086600697215863,177.62692587567366
84,84000,0.0000137875,14.289239892761366,-27353.2,16586,130493.88948781417,0.011037768754179514,176.84455189441707
85,85000,0.0000139297,14.436614682444098,-27514.1,16676,131002.19781575724,0.010959379612998095,175.5886193908151
86,86000,0.0000140638,14.575594705625916,-27661.1,16758,131373.6211981671,0.010893024908260036,174.52549981594223
87,87000,0.0000142022,14.719031209789698,-27783.8,16824,131808.61044193985,0.010795449396128304,172.9621677600618
88,88000,0.0000143316,14.853140195619133,-27915.7,16906,132382.01987555914,0.010827652405873201,173.4781168576393
89,89000,0.0000144708,14.997405812523748,-27959.1,16904,132204.32787407044,0.010487663197536615,168.03088920354892
90,90000,0.0000146041,15.135556722964735,-28086.4,16972,132524.54715824607,0.010392516567933444,166.50647213600837
91,91000,0.0000147439,15.280444174424971,-28163.4,17008,132807.170632543,0.010261193891183016,164.40245089396967
92,92000,0.0000148748,15.416107746643466,-28268.7,17074,133297.21895640553,0.010293066837716027,164.91311179588888
93,93000,0.0000150053,15.551356762491542,-28357.2,17124,133647.3410851306,0.010253387556188443,164.27737961871486
94,94000,0.0000151478,15.699042469452085,-28425.5,17154,133747.9479146522,0.010124405533788433,162.21085979376124
95,95000,0.0000152806,15.836675184430053,-28571.4,17260,134516.21745281536,0.010349950261486562,165.8244847201596
96,96000,0.0000154101,15.970887809352089,-28640.8,17290,134650.77371108285,0.010210982099145454,163.59796929443118
97,97000,0.0000155512,16.11712256901618,-28747.8,17356,135102.29379332057,0.010232940220207428,163.94977717935157
98,98000,0.0000156844,16.25516984036456,-28818.4,17390,135309.18996386122,0.010131745230062326,162.32845469246814
99,99000,0.0000158259,16.401819156399064,-28902.4,17438,135691.90415148437,0.010098222267337517,161.79135761666672
100,100000,0.0000159628,16.54370107417379,-28996.1,17496,135965.74900500092,0.01012928583910713,162.28905090524526
101,101000,0.0000160966,16.682370180077797,-29119.9,17580,136563.498075433,0.010246231970618122,164.1627344986813
102,102000,0.0000162291,16.81969197777795,-29240.3,17644,136993.8813710247,0.010146192589692836,162.5599269126981
103,103000,0.0000163592,16.954526437255613,-29309.2,17678,137027.26077101287,0.01007165172998844,161.36565067573156
104,104000,0.0000164911,17.091226400400142,-29383.2,17726,137411.90408019573,0.01011134825108792,162.0016590612983
105,105000,0.0000166231,17.22803000263728,-29466,17768,137504.11267749136,0.010032662013794219,160.74096655320483
106,106000,0.0000167509,17.36048076298505,-29543.5,17816,137935.77876121408,0.010043522198821226,160.9149659001167
107,107000,0.0000168786,17.492827884240217,-29591.6,17832,138031.52010315447,0.00988931594015499,158.44430925560067
108,108000,0.0000170105,17.629527847384747,-29644.8,17862,138214.3117402621,0.009868137205379124,158.10498851564492
109,109000,0.0000171394,17.763118637751163,-29710.2,17896,138454.70006274994,0.009804956678138679,157.0927248709605
110,110000,0.0000172677,17.896087593561955,-29777.9,17936,138705.69501447855,0.009799763274738369,157.00951737517136
111,111000,0.0000174005,18.03372030853992,-29872.2,17998,139173.61948571724,0.009862616012087065,158.01652924680158
112,112000,0.0000175343,18.172389414443924,-30058,18140,140312.1657465724,0.010215295533166998,163.66707812644736
113,113000,0.0000176649,18.307742069384606,-30215.4,18244,140943.60205641584,0.010333749689588303,165.5649229426313
114,114000,0.0000177928,18.440296468824982,-30420.2,18408,142260.07217440064,0.010799815468365942,173.0321199492768
115,115000,0.0000179211,18.573265424635775,-30579.3,18500,143003.64100870435,0.010747950116223924,172.20114539611555
116,116000,0.0000180445,18.701156064908975,-30755.8,18620,143958.5981437363,0.010897702118726881,174.60043698916502
117,117000,0.0000181721,18.833399547071537,-30900.5,18712,144562.17176151377,0.010956056987112881,175.535385055247
118,118000,0.0000183023,18.968337645641803,-31078.2,18832,145381.30547929925,0.011104958142158273,177.92104456914035
119,119000,0.0000184261,19.09664284228542,-31255.2,18942,146042.7036062778,0.01115026654388739,178.64696519488314
120,120000,0.0000185454,19.22028427976186,-31471.1,19074,146692.44809000532,0.011191231759883626,179.30330031364244
121,121000,0.0000186738,19.353356874665256,-31618.1,19168,147217.98555053136,0.011261223836206504,180.42469700613904
122,122000,0.0000188001,19.48425304862397,-31817.1,19288,147933.52620275746,0.011269768596706833,180.56159916230658
123,123000,0.0000189212,19.60975998976728,-32025.4,19416,148574.90938006088,0.011314741250823521,181.28214051825378
124,124000,0.000019049,19.742210750115053,-32207.1,19536,149238.76249539203,0.01144279507177416,183.33378891646913
125,125000,0.0000191735,19.871241420406893,-32405.1,19644,149848.66297386127,0.011326082397518597,181.46384572062996
126,126000,0.0000193012,20.00358854166206,-32620.3,19782,150704.66715102937,0.011423458506926436,183.02398299266062
127,127000,0.0000194178,20.124431723638196,-32812.4,19898,151616.08828247178,0.011415980900227737,182.90417852535165
128,128000,0.0000195384,20.24942046931849,-32973.9,19992,151969.09254252407,0.011400554171994832,182.65701509021338
129,129000,0.000019656,20.371300042220664,-33194.9,20126,152863.57318849242,0.011409899556968117,182.8067446646127
130,130000,0.0000197814,20.501263464345943,-33368,20234,153600.66359250105,0.011448829079705871,183.4304643816447
131,131000,0.0000199068,20.63122688647122,-33568.2,20350,154077.70509325687,0.011421026805499588,182.98502284059103
132,132000,0.0000200228,20.751448233891736,-33777.1,20482,154771.0076971453,0.01150073090874353,184.26202335910472
133,133000,0.0000201436,20.876644257757235,-33966.3,20594,155429.70818528478,0.011485664644443791,184.0206351928776
134,134000,0.0000202607,20.99800563519639,-34126.6,20694,156043.3826853549,0.011525737734271351,184.6626768746166
135,135000,0.0000203776,21.119159734450335,-34356.9,20832,156881.9090665023,0.011523223568331393,184.6223954953866
136,136000,0.0000204958,21.241661141908136,-34552.5,20956,157581.87139756719,0.011596837122142174,185.80181465399994
137,137000,0.0000206188,21.36913722581092,-34741.2,21066,158187.6162298493,0.011566727532838841,185.3194058495886
138,138000,0.0000207376,21.49226046782434,-34921.7,21180,158857.01216392923,0.011627556472570737,186.29399290868295
139,139000,0.0000208535,21.61237817615225,-35119.6,21300,159582.79452892608,0.01163998165017243,186.4930662009503
140,140000,0.0000209772,21.740579733703264,-35289.7,21396,160240.4749965809,0.011570724163414432,185.38343893081802
141,141000,0.0000210904,21.85789918653087,-35451.2,21484,160609.80064301656,0.011489758013594642,184.0862181969559
142,142000,0.0000212057,21.977395060303152,-35641.6,21594,161281.02721952996,0.011445422538680439,183.3758855773076
143,143000,0.0000213258,22.101865610520424,-35812.9,21694,161957.0550368625,0.011411859172045721,182.8381411595024
144,144000,0.0000214393,22.21949598062584,-36003.2,21820,162709.95791049112,0.011533830775325507,184.7923416873663
145,145000,0.0000215511,22.33536448615699,-36163.5,21916,163234.34261622065,0.011535726035464914,184.8227071024734
146,146000,0.0000216648,22.45320213444761,-36356.2,22032,163932.7435992274,0.011539515965307457,184.88342847285563
147,147000,0.0000217806,22.573216203682918,-36547.8,22146,164336.8443284749,0.011549511880648074,185.0435806927974
148,148000,0.0000218969,22.69374846838124,-36745.1,22268,164901.37570285628,0.011597867391028754,185.81832138136812
149,149000,0.0000220085,22.809409695727183,-36940.1,22384,165597.0421403368,0.011587659533035394,185.6547734657666
150,150000,0.0000221204,22.925381840350934,-37132.8,22484,166114.34662733396,0.011436602452297322,183.23457221417868
151,151000,0.0000222336,23.04270129317854,-37307,22596,166758.27710993183,0.01151377652297405,184.47103714206787
152,152000,0.0000223427,23.155771543209383,-37515.9,22708,167459.36725520814,0.01137918624221167,182.31466311205804
153,153000,0.0000224545,23.271640048740533,-37718.4,22828,168338.51290343053,0.01135434319237698,181.91663357243365
154,154000,0.0000225614,23.38243023873409,-37866,22918,168825.79908954492,0.011372756405444674,182.21164576977287
155,155000,0.0000226734,23.49850602245045,-38021.1,22996,169107.24557120036,0.011237389205773735,180.04282412654496
156,156000,0.0000227813,23.610332603370047,-38249.1,23118,169479.22199649632,0.011117102532125655,178.11561914753958
157,157000,0.0000228944,23.727548417105044,-38426.7,23218,169894.9166106902,0.011066366937323872,177.30274530250452
158,158000,0.0000230107,23.84808068180337,-38626.4,23348,170579.3598648065,0.011174280226579715,179.03170680794244
159,159000,0.0000231192,23.96052909727859,-38821.4,23454,171140.97804324786,0.0110734394863691,177.41606003073534
160,160000,0.0000232399,24.085621482051486,-38991.5,23556,171658.80326082834,0.011080660355704442,177.53175111199786
161,161000,0.0000233477,24.19734442387848,-39187.1,23674,172404.7438362443,0.011086370023642685,177.62323007758337
162,162000,0.0000234564,24.310000117538912,-39368.2,23780,173112.24499159426,0.011057914938904996,177.16732935873122
163,163000,0.0000235629,24.420375751162055,-39582.9,23914,173833.755106176,0.01111514057105749,178.08418506573727
164,164000,0.0000236788,24.540493459489962,-39742.6,24002,174360.14741384753,0.011041835307871676,176.90970526748197
165,165000,0.0000237873,24.65294187496518,-39893.1,24082,174770.18549746243,0.010949449453023088,175.42952068797672
166,166000,0.0000238992,24.768914019588934,-40091.6,24214,175795.66728845768,0.011059950759819366,177.19994680573134
167,167000,0.0000240031,24.87659503680438,-40279,24322,176429.2399730878,0.011020742096358413,176.57175476125624
168,168000,0.0000241086,24.985934279501482,-40455.5,24432,176871.94628278736,0.011074921451184121,177.4398037247257
169,169000,0.0000242158,25.097035386772852,-40613.5,24516,177360.46753580795,0.01097577314181872,175.8512726790672
170,170000,0.0000243277,25.213007531396606,-40799.3,24620,177872.4377035487,0.010914641667168165,174.8718384761964
171,171000,0.0000244341,25.323279525927145,-40964.8,24720,178322.03073847276,0.010932555623814587,175.15885170381026
172,172000,0.0000245336,25.426400423068014,-41126.2,24816,178927.07434900635,0.01092497076315599,175.03732883861676
173,173000,0.0000246372,25.533770523005643,-41266.8,24898,179284.2070888332,0.010912987818444546,174.84534089838485
174,174000,0.0000247431,25.643524322073166,-41393,24974,179722.58291778935,0.010918291692355253,174.93031832687902
175,175000,0.0000248539,25.758356436678273,-41573,25074,180272.4952376171,0.010849493048964036,173.82804253795595
176,176000,0.0000249625,25.8709084912461,-41727.5,25166,180679.49775897333,0.010853908054449024,173.89877872422628
177,177000,0.0000250684,25.980662290313617,-41868.1,25258,181124.2772874367,0.010932781389970418,175.16246887640645
178,178000,0.0000251711,26.087099638417815,-42011.6,25340,181431.42759437297,0.010907952752400148,174.76467024671504
179,179000,0.0000252758,26.195609768374087,-42170.1,25436,182052.96934979447,0.010915520812965917,174.88592394474676
180,180000,0.0000253786,26.30215075557089,-42349.5,25546,182550.27770698248,0.010949119119984075,175.42422816921126
181,181000,0.0000254794,26.40661896091561,-42441,25602,182797.55804692436,0.010965582108516843,175.68799432474137
182,182000,0.0000255831,26.51409269994584,-42619.8,25716,183387.05170813517,0.011034516543842519,176.7924457403092
183,183000,0.0000256918,26.626748393606274,-42773.7,25802,183776.1185668678,0.010986110968848828,176.01690292820695
184,184000,0.0000257972,26.735983997210774,-42917.8,25884,184169.8106591192,0.010953142302641765,175.48868666169594
185,185000,0.0000259,26.84252498440757,-43039.3,25960,184600.81066539435,0.010984108643354041,175.98482213699285
186,186000,0.0000259999,26.94606043791886,-43197.3,26050,184874.0885274258,0.010958359909368139,175.5722819375199
187,187000,0.0000261067,27.05674698881981,-43343.7,26138,185221.20729237815,0.010972211215489434,175.7942043276991
188,188000,0.0000262057,27.159349690497663,-43462.3,26210,185592.3274893505,0.010984717889897166,175.99458334275025
189,189000,0.0000263097,27.267134346805708,-43633.6,26302,185943.91384147774,0.010901635821907427,174.66346186237465
190,190000,0.0000264095,27.370566161224392,-43774.8,26392,186490.47072918154,0.01095034113011317,175.44380692996475
191,191000,0.0000265125,27.4773144266064,-43922.9,26474,186895.52831469534,0.010895860389827237,174.5709292390733
192,192000,0.0000266193,27.588000977507356,-44104.6,26590,187483.45558483468,0.010966650009656844,175.7051039872807
193,193000,0.0000267254,27.697962054760083,-44281.1,26698,188115.22374093562,0.010988239691044824,176.05100881783397
194,194000,0.0000268295,27.805850350160732,-44400.9,26756,188155.07367957773,0.010884341601585003,174.3863779053363
195,195000,0.0000269299,27.90990399913504,-44568.2,26858,188731.86614182754,0.010902863252852049,174.68312747416786
196,196000,0.0000270334,28.017170459980065,-44714,26942,189021.3823016141,0.010886297872462194,174.4177208202284
197,197000,0.0000271361,28.12360780808426,-44843.6,27012,189427.7473255581,0.010820295447410293,173.36024538817347
198,198000,0.0000272378,28.229008765262414,-44992.3,27104,189869.1004436537,0.010853149138985135,173.88661955799202
199,199000,0.0000273359,28.33067871510683,-45137,27186,190313.3750595325,0.010815482492263363,173.28313334540448
200,200000,0.0000274382,28.436701506840613,-45283.4,27274,190848.21431491483,0.010818547039654259,173.33223280763926
201,201000,0.0000275384,28.54054787762971,-45425.2,27360,191232.65817724072,0.010836003534915786,173.61191669583474
202,202000,0.000027638,28.643772413863182,-45608.6,27468,192017.27543006116,0.010813024418504324,173.24375066199065
203,203000,0.0000277423,28.751867987449042,-45723.2,27542,192539.60874531945,0.01085570229222113,173.92752558256933
204,204000,0.0000278432,28.85643983188637,-45867.9,27628,193108.3790515401,0.01084753576353535,173.79668336815686
205,205000,0.0000279459,28.96287717999056,-45990.5,27698,193269.77240698127,0.01083289508713828,173.56211387186346
206,206000,0.0000280479,29.06858905444653,-46121.9,27774,193629.77376086995,0.010815528745007137,173.2838743960578
207,207000,0.0000281492,29.173575455254273,-46279.3,27870,194215.09031787945,0.010830599808475696,173.52533945344635
208,208000,0.0000282514,29.279494607895444,-46455.2,27972,194882.0959177191,0.010799553145654372,173.02791707608634
209,209000,0.0000283482,29.379817249536014,-46634,28080,195588.50771153384,0.010804976758229518,173.114812929484
210,210000,0.0000284469,29.48210903393605,-46750.9,28144,195916.96294547973,0.010757283454758385,172.3506819652868
211,211000,0.0000285389,29.57745699913163,-46902.5,28236,196384.28018440152,0.01077299962101529,172.60248270881553
212,212000,0.0000286384,29.680577896272503,-47037.4,28310,196784.86053146666,0.010718370073304728,171.72722086013704
213,213000,0.0000287365,29.782247846116917,-47200,28404,197175.2404507727,0.01070011863140929,171.43480052272022
214,214000,0.0000288356,29.884954186887374,-47335.9,28488,197628.35181271518,0.010725808258567558,171.84639372641172
215,215000,0.0000289375,29.990562422250736,-47507.8,28590,197993.98694186387,0.010732131176407079,171.94769803862354
216,216000,0.0000290368,30.0934760412064,-47661.2,28672,198348.1472596286,0.01065727500460584,170.74836994491721
217,217000,0.0000291355,30.19576782560644,-47767.1,28730,198757.09814588903,0.010609128930088146,169.97698478880648
218,218000,0.0000292273,30.290908512616813,-47898.4,28812,199316.158725577,0.010634827630399791,170.38872336044133
219,219000,0.000029322,30.389054733312697,-48049.5,28904,199609.2832322609,0.010662362138355379,170.82987481319265
220,220000,0.0000294184,30.488962818582845,-48161.1,28972,199899.9720686188,0.010679118810817675,171.09834630401946
221,221000,0.0000295172,30.59135824207549,-48312.2,29066,200506.99873099057,0.010707062943374951,171.54606066642611
222,222000,0.0000296169,30.69468641740157,-48457.4,29144,200842.19166418732,0.010640445049380425,170.47872433478292
223,223000,0.0000297113,30.792521720819643,-48574.3,29212,201212.3126224516,0.01062658325493214,170.2566339030794
224,224000,0.0000298123,30.897197204349567,-48717.2,29298,201937.01077440724,0.010620127334635746,170.1531986565809
225,225000,0.0000299051,30.993374282285977,-48870.6,29388,202347.4111554876,0.010612630009631243,170.03307826718373
226,226000,0.0000300046,31.09649517942685,-48992.1,29460,202544.0618786144,0.01061957255152204,170.14431005116376
227,227000,0.0000301003,31.195677791048773,-49114.2,29526,202812.39805568362,0.010568428935056672,169.32489897837303
228,228000,0.000030202,31.301078748226928,-49240.4,29600,203402.492403519,0.010548905151777742,169.01209348460523
229,229000,0.000030301,31.40368144990478,-49411.6,29698,203784.73146651412,0.010523865809604656,168.61091899500073
230,230000,0.0000303986,31.50483320428618,-49532,29770,204068.41084139078,0.010531744286823241,168.73714611611192
231,231000,0.0000304966,31.60639951503799,-49664.5,29850,204588.50923188735,0.010536161625561846,168.80791968522647
232,232000,0.0000305906,31.703820262085646,-49832.3,29950,205300.7014650134,0.010527870506902494,168.67508131936913
233,233000,0.0000306826,31.79916822728123,-49960.8,30016,205468.3992909253,0.010451515967471474,167.451746729607
234,234000,0.0000307783,31.898350838903152,-50118.2,30118,205876.4702583335,0.010526360226016137,168.65088395190014
235,235000,0.0000308746,31.998155285080692,-50267.5,30198,206289.40158314584,0.010454784159770043,167.50410894296886
236,236000,0.0000309748,32.10200165586979,-50406.4,30282,206621.69724912956,0.01047148746141192,167.77172533898155
237,237000,0.000031075,32.20584802665889,-50548.2,30374,207112.61128453765,0.010533158606178922,168.75980601035877
238,238000,0.0000311724,32.30679250285508,-50681.3,30452,207383.0283968088,0.010530559076518497,168.71815695354553
239,239000,0.0000312692,32.40711514449565,-50833.4,30550,207774.360402878,0.010597500075227827,169.79066999343266
240,240000,0.0000313667,32.50816325978444,-50990.3,30644,208424.55960612703,0.01059459743214922,169.74416452425882
241,241000,0.0000314582,32.602993029517,-51118.1,30714,208603.37983902803,0.0105554158599877,169.11640653025307
242,242000,0.0000315542,32.70248655841673,-51243.1,30790,208908.46792165018,0.010573207787959664,169.401464642958
243,243000,0.0000316541,32.80602201192802,-51393,30876,209347.53267651683,0.010548154008636273,169.0000588447047
244,244000,0.0000317529,32.90841743542066,-51515.7,30944,209564.92857366288,0.010515018514776675,168.46916970452574
245,245000,0.0000318436,33.00241809241239,-51645.3,31026,210013.40194768968,0.010553290387400877,169.08235270510494
246,246000,0.0000319399,33.10222253858994,-51773.2,31094,210241.74009728804,0.010494973562237832,168.148014158652
247,247000,0.0000320354,33.201197872026654,-51874.5,31150,210539.27582320667,0.010460748434649796,167.5996671614798
248,248000,0.0000321311,33.300380483648574,-52044,31248,211040.92459318915,0.01043886616895065,167.24907461345828
249,249000,0.0000322249,33.39759395251102,-52188.1,31328,211178.9632886179,0.01040733041669576,166.7438161594743
250,250000,0.0000323231,33.499367541448045,-52332.2,31414,211838.76773719027,0.01039944976800937,166.61755424761333
251,251000,0.0000324165,33.59616645394008,-52476.3,31502,212190.18427412177,0.010423083610421461,166.99621014845624
252,252000,0.0000325134,33.696592734673246,-52583.9,31566,212441.33457593826,0.010427260120643229,167.06312521934603
253,253000,0.0000326103,33.79701901540642,-52725.7,31650,213056.71002899576,0.010416036179747108,166.8832978608944
254,254000,0.0000327013,33.89133058967596,-52818.9,31704,213185.57451519097,0.010412295808700374,166.82337050995875
255,255000,0.0000327919,33.985227607575084,-52957.7,31792,213658.0969206522,0.010454650229471351,167.50196314301738
