frame,step,time_s,time_kappa,energy_eV,n_atoms,ovito_surface_area_A2,gamma_ovito_eV_A2,gamma_ovito_mJ_m2
57,57000,0.00000188269,5.665621302217399,-17396,17928,141339.70924136584,0.008076654509388945,129.402271358337
58,58000,0.0000019144,5.761046917423999,-17563.4,18092,142004.91282307566,0.008054143883211795,129.04161136555962
59,59000,0.00000194401,5.8501529554645995,-17691.8,18218,142550.84672854506,0.00803651487375275,128.75916349520116
60,60000,0.00000197601,5.9464512741846,-17870.6,18420,143555.37341231757,0.008189731753357849,131.21396853957796
61,61000,0.00000200626,6.037483278599599,-18038.8,18592,144663.7382970219,0.008193677378682832,131.27718442660003
62,62000,0.00000203705,6.130140317143,-18196.6,18756,145538.46959540457,0.008225344153528201,131.78454209391393
63,63000,0.00000206641,6.2184940245686,-18326,18872,146073.6135431239,0.00813047593739018,130.26458570185792
64,64000,0.00000209616,6.3080213677536,-18474.2,19026,146944.32884397727,0.008157402258597821,130.69599292864254
65,65000,0.00000212493,6.394599574927801,-18620.7,19172,147664.05605581758,0.008147873166542348,130.5433200422974
66,66000,0.00000215591,6.4878283847386,-18768.6,19320,148402.38196425838,0.008141917831824342,130.44790506096902
67,67000,0.00000218474,6.574587151260399,-18883.8,19408,148916.18346001024,0.007951264748320449,127.39330590506914
68,68000,0.00000221465,6.664595986039,-19062,19606,150002.78852223683,0.008070543300736947,129.3043590012597
69,69000,0.00000224477,6.755236778534201,-19186.8,19718,150629.34951788455,0.007977276698372325,127.81006329084806
70,70000,0.0000022727,6.839287154841999,-19318.3,19844,151343.23564234193,0.00793161316331842,127.07845280195599
71,71000,0.00000230159,6.926226480711399,-19455.9,19990,152095.5285669779,0.007980247752421584,127.85766482460879
72,72000,0.00000233192,7.0174992309232005,-19594.7,20120,152808.62689259677,0.00791434374218955,126.80176617180217
73,73000,0.00000236108,7.1052510738568,-19696.2,20208,153238.51822138423,0.007823568211929489,125.34738183658588
74,74000,0.00000239067,7.194296925448199,-19839.2,20356,154021.5512040258,0.007848927572470783,125.7536835857103
75,75000,0.0000024211,7.285870607906,-20009.1,20546,155129.26704540403,0.007964093581634739,127.5988464748455
76,76000,0.00000244938,7.3709742470748,-20100.1,20616,155474.02205047582,0.00782667087370354,125.39709195856176
77,77000,0.00000247895,7.459959912217,-20243.9,20774,156348.0514298329,0.007908099836823907,126.70172777898476
78,78000,0.00000250861,7.5492164163806,-20379.7,20892,156735.2794006547,0.007800592213031099,124.97926575080777
79,79000,0.0000025385,7.639165064709999,-20510.8,21026,157508.151721077,0.007809652938968481,125.12443458464729
80,80000,0.00000256794,7.727759517932399,-20610.4,21110,157932.05097665024,0.007707998423828359,123.49574969566626
81,81000,0.000002597,7.8152104286199995,-20742.2,21242,158503.21154815218,0.0077097996189733654,123.5246080234123
82,82000,0.00000262722,7.906152153361201,-20862.4,21344,159043.32312980085,0.007590988268112844,121.62104032138527
83,83000,0.00000265668,7.994806793032801,-20984.7,21462,159366.67307067523,0.007573779239682835,121.34532128894125
84,84000,0.00000268676,8.0853272126296,-21090.8,21548,159847.7309836169,0.007443533872382275,119.2585604471842
85,85000,0.00000271813,8.179729658199799,-21203.9,21660,160373.89834683712,0.007435998078820287,119.13782372354754
86,86000,0.00000274737,8.2677222469302,-21347.8,21810,161250.11816222873,0.007465048793260147,119.60326748231304
87,87000,0.0000027775,8.35839313265,-21494.2,21956,162051.7703696294,0.007456283860669577,119.46283778036107
88,88000,0.0000028084,8.451381196664,-21592.7,22056,162699.84860073798,0.007456700239329532,119.46950890195984
89,89000,0.00000283776,8.539734904089599,-21715.5,22172,163261.3035022499,0.007413563251277863,118.77837815878462
90,90000,0.00000286839,8.631910451039401,-21850.3,22298,163728.22037228523,0.007364839105061922,117.99773127299682
91,91000,0.00000289918,8.7245674895828,-21978.8,22426,164535.44518249974,0.00735211795037988,117.79391590510615
92,92000,0.00000292886,8.8138841801956,-22066.6,22508,165089.78710035412,0.007309186238555722,117.10607404968327
93,93000,0.0000029598,8.906992617108,-22155.2,22588,165504.08775557182,0.007255361582207058,116.24370798233419
94,94000,0.00000298995,8.997723689277,-22250.5,22670,165865.8208093939,0.007176161997641593,114.97479074420123
95,95000,0.00000302097,9.0910728719862,-22367,22790,166569.26797283813,0.007191362575930462,115.21833085777837
96,96000,0.00000305224,9.1851743853104,-22467.4,22880,166985.08403262246,0.00712949906212832,114.22716809466908
97,97000,0.00000308244,9.276055923602401,-22598.1,23018,167767.67067971782,0.0071677218568272074,114.83956478019645
98,98000,0.00000311089,9.3616711475894,-22720.1,23148,168518.6962360518,0.007209478990379739,115.50858781700329
99,99000,0.00000313975,9.448520193784999,-22819,23238,168829.70633935425,0.007161606960150004,114.74159333444105
100,100000,0.0000031705,9.54105685943,-22934,23360,169493.66063221023,0.007199325304843346,115.34590783984936
101,101000,0.00000320189,9.635519491449399,-23065.2,23504,170154.8705871381,0.007275348602883756,116.56393535744898
102,102000,0.00000323146,9.7245051565916,-23175.1,23606,170597.95173106415,0.007230473680859512,115.84495984225083
103,103000,0.00000326123,9.8140926862258,-23308,23744,171347.39904962058,0.0072559957542160025,116.25386853808087
104,104000,0.00000329207,9.9069001908922,-23410.6,23840,171834.5008019214,0.007216013048679558,115.61327497233492
105,105000,0.00000331974,9.9901681433604,-23559.1,24012,172844.83493653938,0.007343627019378578,117.65787619259423
106,106000,0.00000334808,10.0754523418768,-23675.6,24120,173379.7713502997,0.0072931230105571215,116.84871276402356
107,107000,0.00000337577,10.1587804807942,-23743.9,24170,173631.70699430566,0.007186936197320953,115.14741245396444
108,108000,0.00000340815,10.256222342049,-23839.7,24260,174077.40559334427,0.007152795021019123,114.60041050468378
109,109000,0.0000034379,10.345749685234,-23977.3,24410,175005.69709832003,0.007214850835916723,115.59465427101142
110,110000,0.00000346589,10.429980620889399,-24115.1,24560,175787.76836352522,0.007281166442440493,116.65714742343063
111,111000,0.00000349533,10.518575074111801,-24227.7,24658,176110.98534570023,0.007203820917301871,115.41793549221505
112,112000,0.0000035249,10.607560739254,-24327.9,24758,176631.15233532296,0.007200722993560228,115.3683012818873
113,113000,0.0000035554,10.699345074283999,-24439.3,24860,176981.60174108617,0.007152946902650363,114.60284391669084
114,114000,0.00000358382,10.7848700185972,-24580.1,25012,177832.86234955862,0.007210748244491627,115.52892350981004
115,115000,0.00000361172,10.8688301152312,-24661.9,25080,178274.78130026595,0.0071284339306498645,114.2101028069999
116,116000,0.00000364112,10.9573041955552,-24789,25218,178892.50018601256,0.007190977814399083,115.212166298426
117,117000,0.00000366871,11.0403314022266,-24865.1,25284,179165.60091286874,0.007136168960367475,114.3340316457684
118,118000,0.00000369844,11.1297985589624,-24979.2,25398,179717.80744796045,0.007135252862303663,114.31935413664549
119,119000,0.0000037303,11.225675572538,-25072,25474,180182.61906564634,0.007037948535635317,112.76036695089421
120,120000,0.00000375933,11.3130362035518,-25193.9,25596,180739.94791730083,0.007039749732484039,112.78922530593678
121,121000,0.0000037871,11.396605088266,-25309.8,25714,181481.38702597437,0.007044667340001217,112.86801406452884
122,122000,0.00000381566,11.482551337723601,-25428.5,25834,182120.8596499489,0.007049472545142141,112.94500193851249
123,123000,0.00000384392,11.5675947904432,-25512.5,25904,182359.89638107567,0.006976511970271259,111.77604465589913
124,124000,0.00000387328,11.6559484978688,-25605.7,26002,182813.3377581017,0.0070036902979922575,112.21148947215693
125,125000,0.00000390202,11.742436425369199,-25689.4,26076,183341.83049952265,0.006944318143498169,111.26024268575026
126,126000,0.0000039303,11.827540064538,-25730.6,26104,183401.60851973086,0.006875272306373183,110.15400641658402
127,127000,0.00000395953,11.915502560043802,-25857.5,26246,184274.3672567148,0.006950852791238266,111.36493928495631
128,128000,0.00000398719,11.9987404192874,-25943.3,26326,184719.23381877766,0.006917438826395294,110.82958854774922
129,129000,0.00000401545,12.083783872006999,-26041.6,26424,185242.98730626664,0.006914248245642891,110.77846980844532
130,130000,0.00000404468,12.1717463675128,-26152.1,26536,185998.5105498533,0.006914700532804981,110.78571624767491
131,131000,0.00000407482,12.2624473464572,-26226.3,26596,186139.5435910449,0.006844134112625437,109.655117552108
132,132000,0.00000410327,12.348062570444199,-26337.2,26716,186794.50619342667,0.006890695161383151,110.40110779584944
133,133000,0.00000413149,12.432985650265401,-26426.9,26806,187239.21907267472,0.006892273992550176,110.42640345989781
134,134000,0.00000415933,12.5167651875518,-26521.9,26914,187958.636374895,0.0069545939745634085,111.42487965002684
135,135000,0.00000418776,12.6023202250896,-26643.1,27044,188599.10405058603,0.007001072495264051,112.16954764852137
136,136000,0.00000421623,12.6879956355258,-26726.9,27114,188986.7789743618,0.0069262834527571695,110.9712950846838
137,137000,0.00000424445,12.772918715346998,-26846,27240,189644.77785566117,0.006961225164896314,111.53112303209672
138,138000,0.00000427414,12.8622654991844,-26948.2,27342,190040.4618331452,0.006963927509089957,111.57441935933751
139,139000,0.00000430283,12.9486029605618,-27034.1,27414,190442.065977475,0.006889108208662153,110.37568201016099
140,140000,0.00000433099,13.033345481035399,-27167.9,27556,191260.02403780696,0.006927762383518697,110.99499016777804
141,141000,0.00000435839,13.1158009164394,-27264.4,27666,191763.23223719164,0.006999485690456966,112.14412423267507
142,142000,0.0000043861,13.199189241806,-27374.1,27768,192236.27401294577,0.006960247262750716,111.51545531241656
143,143000,0.00000441371,13.282276634926598,-27444.2,27838,192622.86580955473,0.006958114730393127,111.48128837727077
144,144000,0.00000444086,13.3639797397156,-27545.3,27930,193022.5553393697,0.006912767254863141,110.75474172022048
145,145000,0.00000446813,13.4460439631998,-27642,28040,193605.99086394155,0.0069799492978999894,111.83111671600068
146,146000,0.00000449499,13.5268743644754,-27729.9,28128,194064.3378670961,0.006979396703620993,111.82226317958178
147,147000,0.0000045238,13.613572944547998,-27826.3,28220,194568.99685266629,0.006954756522821929,111.42748396024383
148,148000,0.00000455117,13.6959381002782,-27890.3,28272,194748.48352256045,0.006895807226372717,110.48301210662716
149,149000,0.00000458059,13.7844723670514,-27986.6,28364,195249.88854495683,0.0068720961123163666,110.10311817755522
150,150000,0.00000460707,13.8641592257922,-28092.6,28474,195874.96267449151,0.006889680955511669,110.3848584263559
151,151000,0.00000463501,13.9482396953246,-28182.3,28556,196385.71927874096,0.006846750389683545,109.69703493181372
152,152000,0.00000466174,14.0286788846804,-28296.7,28678,197039.85790655072,0.0068836428041034745,110.28811657536826
153,153000,0.00000469096,14.1166112869616,-28421.2,28810,197742.86425779678,0.006919794578357575,110.86733185524389
154,154000,0.00000471959,14.2027681889914,-28548.1,28948,198467.84437760312,0.006974086932523761,111.73719126774306
155,155000,0.0000047474,14.286457446603999,-28630.2,29020,198775.29098293668,0.006924804351654349,110.94759727242118
156,156000,0.00000477498,14.369454560050801,-28685.3,29050,198777.8673083667,0.006803574353184933,109.00527856354563
157,157000,0.00000480163,14.4496530036098,-28782,29148,199283.30021178897,0.006809562058425413,109.1012121778214
158,158000,0.00000482993,14.534816829227799,-28874.7,29246,199864.48196137557,0.006832949939869354,109.47592734950383
159,159000,0.00000485789,14.6189574852094,-28955.2,29318,200391.17013179167,0.006784789964077869,108.70431947043261
160,160000,0.00000488499,14.7005101238754,-29035.3,29388,200558.6235725583,0.006740632618626398,107.99684079941449
161,161000,0.00000491267,14.7838081695682,-29127.8,29494,201252.88579319828,0.006802367054784715,108.98593551067468
162,162000,0.0000049405,14.867557613630002,-29196.4,29552,201642.4926843408,0.006746435148119166,108.08980757112856
163,163000,0.00000496686,14.9468833536756,-29334.9,29706,202468.34053361582,0.006821333134652203,109.28980561069736
164,164000,0.00000499306,15.025727602127601,-29442.1,29814,203044.5326695912,0.0068240005371368985,109.33254211004189
165,165000,0.00000501971,15.105926045686601,-29547.6,29930,203742.56070004054,0.006871514695749701,110.0938028571779
166,166000,0.00000504616,15.185522624753599,-29600.8,29968,203913.92378420837,0.00679753483370195,108.90851479358341
167,167000,0.00000507403,15.269392441713798,-29697.5,30058,204409.73090595417,0.006763239665121696,108.35904561599966
168,168000,0.00000510035,15.348597808861001,-29788.6,30142,204647.5240371519,0.006734642925608023,107.90087533742575
169,169000,0.00000512597,15.4256966502862,-29909.4,30276,205417.4414897729,0.0067958396807775556,108.88135544951818
170,170000,0.00000515148,15.5024644662408,-30008.2,30378,206028.64623058538,0.006808043569000432,109.07688329506458
171,171000,0.00000517986,15.587869037655599,-30042.1,30390,205938.24067077236,0.006706670871331881,107.45271361976361
172,172000,0.0000052072,15.670143913712,-30087.4,30424,206012.62446262964,0.006655009631454405,106.625009305612
173,173000,0.00000523473,15.752990561035798,-30191.6,30536,206628.4838792046,0.006691352392675387,107.20728453404499
174,174000,0.00000526119,15.8326172333274,-30262,30596,206909.96268292563,0.006641845478006093,106.41409631499924
175,175000,0.00000528718,15.9108295240628,-30345.5,30672,207224.03307565834,0.006608055927084708,105.87272802540328
176,176000,0.00000531551,15.9960836293546,-30417.2,30746,207619.01140177928,0.0066186809710829025,106.04295999769457
177,177000,0.00000534285,16.078358505411,-30528.5,30872,208329.85469001002,0.006687222059809781,107.14110930596581
178,178000,0.00000536943,16.1583462963978,-30556.1,30876,208304.2381958352,0.006575401498611401,105.34954640243771
179,179000,0.00000539705,16.241463782743,-30631.2,30952,208734.23799145786,0.0065785470233024074,105.3999432640537
180,180000,0.00000542554,16.3271993796284,-30728.5,31064,209348.87544511908,0.006647640198883362,106.50693797890035
181,181000,0.00000545346,16.4112196627116,-30814.7,31154,209834.7564341324,0.006664939706682976,106.78410665066278
182,182000,0.00000547913,16.4884689702598,-30874.4,31200,210067.53965988697,0.006599782156941856,105.74016761342364
183,183000,0.00000550575,16.568577134145,-30937.8,31254,210185.05648236163,0.006560104809904564,105.10446643020104
184,184000,0.00000553346,16.6519654595116,-31072.7,31420,211228.14541442113,0.00670166372583867,107.37249030464099
185,185000,0.00000556016,16.732314369193602,-31129.8,31450,211275.80490586988,0.006576711425234265,105.37053374071178
186,186000,0.00000558599,16.8100451683354,-31203,31522,211693.50927317305,0.006569629861468042,105.25707458072755
187,187000,0.0000056126,16.890123238996,-31283.6,31606,212118.82405409598,0.00658595014482886,105.51855434733716
188,188000,0.00000563914,16.969990657084402,-31331.3,31644,212343.51377516252,0.006539385052610085,104.77249932020739
189,189000,0.00000566588,17.050459939664798,-31419.6,31730,212737.2651039401,0.0065302146256381085,104.62557288202434
190,190000,0.00000569346,17.133457053111602,-31549.4,31878,213598.01266097874,0.006612664520628435,105.9465658343169
191,191000,0.00000571987,17.2129332592802,-31664.7,31998,214432.1855248028,0.00662788562510645,106.19043481370038
192,192000,0.00000574677,17.2938840334542,-31727.6,32048,214646.2989563258,0.0065690953296469335,105.24851043678845
193,193000,0.00000577308,17.3730593073768,-31797.3,32118,215030.75080023467,0.006569813827755381,105.26002204559772
194,194000,0.00000579909,17.4513317845614,-31868.7,32190,215407.9525919784,0.006572459293931937,105.30240708653888
195,195000,0.00000582668,17.5343589912328,-31912.4,32220,215415.55043017666,0.006513364505014166,104.35560418658672
196,196000,0.00000585214,17.610976341064397,-32010.9,32324,215988.58533524998,0.006537919574815328,104.74901977740333
197,197000,0.00000587859,17.6905729201314,-32107.4,32436,216685.93080070926,0.006605984960401101,105.8395474811006
198,198000,0.00000590479,17.7694171685834,-32185.7,32508,217048.60119146807,0.006577199724685993,105.37835716043132
199,199000,0.0000059325,17.85280549395,-32266.4,32598,217559.63717088746,0.006618562242172574,106.04105775083548
200,200000,0.0000059579,17.929242284434,-32385.5,32714,218432.07717363827,0.006595990930648348,105.67942547160698
201,201000,0.00000598384,18.007304109046398,-32470.7,32804,218908.80499171268,0.006617531898978864,106.02454983293585
202,202000,0.00000601079,18.0884053493434,-32568,32900,219424.28202209857,0.006610936522758708,105.91888025621212
203,203000,0.0000060369,18.166978758774,-32642,32962,219766.0851900327,0.006555643009039417,105.03298049928404
204,204000,0.00000606309,18.2457929140014,-32697.7,33006,219911.99893340483,0.006504892897786772,104.21987407506516
205,205000,0.00000608923,18.324456603105798,-32765.4,33066,220269.39921989376,0.006468642512515246,103.6390788725098
206,206000,0.00000611558,18.4037522499268,-32869.9,33176,220855.5469651533,0.0064933121205521405,104.0343295681763
207,207000,0.00000614267,18.4852747953682,-32935.3,33232,221225.09265622371,0.006448581319917743,103.31766313221085
208,208000,0.00000616834,18.5625241029164,-33000.9,33296,221664.81244214156,0.006438387691201607,103.15434319476422
209,209000,0.00000619344,18.6380580966624,-33082.8,33396,222181.48637347945,0.0065201832233890205,104.46485209912692
210,210000,0.00000621852,18.7135319039592,-33177.6,33494,222764.3838764008,0.006532444615596219,104.66130126007374
211,211000,0.00000624529,18.794091466213402,-33240.7,33542,222989.63814387284,0.006465448403794442,103.58790360892051
212,212000,0.00000627101,18.871491239884598,-33325.6,33636,223629.77837013046,0.006501924791042115,104.17231976233009
213,213000,0.00000629559,18.9454603859514,-33424.6,33742,224216.52390391182,0.0065322036685738286,104.65744086318068
214,214000,0.00000632216,19.0254180837136,-33515.8,33838,224801.12154924366,0.006551088312419277,104.96000621428658
215,215000,0.00000634813,19.1035701879998,-33607.7,33928,225183.34653721875,0.006545119888590007,104.86438152227593
216,216000,0.00000637355,19.180067164933,-33650.8,33950,225283.2256257618,0.006451878500774573,103.37048979347972
217,217000,0.0000063996,19.258460015016,-33708.6,34008,225494.7535469446,0.0064554583958289615,103.42784603556285
218,218000,0.00000642419,19.332459254307402,-33819.1,34124,226158.4038445558,0.006478273524635467,103.79338469831768
219,219000,0.00000644927,19.4079330616042,-33885.7,34182,226550.99294465093,0.006437791249744513,103.14478714910318
220,220000,0.00000647437,19.4834670553502,-33984.4,34296,227218.8037062462,0.006503264588569684,104.19378568525971
221,221000,0.00000649967,19.5596029135882,-34058.2,34358,227553.350858459,0.00645111133042861,103.35819836945372
222,222000,0.00000652442,19.6340836444732,-34123.2,34422,227950.81375868127,0.006445021957918104,103.26063586593317
223,223000,0.00000655013,19.7114533249198,-34179.4,34470,228127.12562650276,0.00641124985020232,102.71954704730157
224,224000,0.00000657426,19.784068275879598,-34218.4,34514,228346.0605738253,0.006433550884601498,103.0768490095855
225,225000,0.00000660127,19.8653500755242,-34261,34540,228393.42763944957,0.006363405528001135,101.95299649629851
226,226000,0.00000662646,19.941154908291598,-34315,34594,228616.3382358478,0.006365231860632715,101.9822575709808
227,227000,0.00000665269,20.0200894364174,-34370.9,34642,228852.0329230049,0.006331287432729417,101.4384078785692
228,228000,0.00000667948,20.1007091851208,-34442.5,34710,229207.6167090367,0.006315845960030547,101.1910082110424
229,229000,0.00000670593,20.1803057641878,-34478.6,34740,229292.3479020609,0.006291356921410107,100.79865055637447
230,230000,0.000006732,20.25875880072,-34511.9,34766,229386.3187390622,0.006260809310226047,100.3092238677383
231,231000,0.00000675774,20.3362187608404,-34577.3,34834,229772.2965746873,0.006271669916184099,100.48322995870902
232,232000,0.00000678292,20.411993500383197,-34659.9,34918,230277.00939667202,0.006276405985064377,100.55911014767898
233,233000,0.00000680759,20.4862334854714,-34729.4,34988,230578.17844169037,0.006280698415553785,100.62788246601097
234,234000,0.00000683302,20.5627605556292,-34822.1,35090,231247.62451117326,0.006317729763011725,101.22119006223744
235,235000,0.00000685866,20.6399195835036,-34888,35152,231731.64189846962,0.006296800851388756,100.88587193046372
236,236000,0.00000688489,20.7188541116294,-34928.6,35182,231801.9729620909,0.006253561958409519,100.19310849035011
237,237000,0.0000069109,20.797126588814,-35018.2,35288,232617.8369846254,0.006317623872055585,101.21949350208064
238,238000,0.00000693622,20.8733226335012,-35109.6,35398,233294.82311260595,0.006395049749045996,102.45999281189059
239,239000,0.0000069619,20.950602034274,-35190.6,35486,233804.90005109776,0.006423834571780812,102.92117651588612
240,240000,0.00000698742,21.0273999434532,-35278.4,35578,234282.62676632014,0.00644201416396688,103.2124456940478
241,241000,0.00000701018,21.0958921226428,-35367.4,35668,234753.21866380752,0.006446395106374357,103.28263612964939
242,242000,0.00000703561,21.1724191928006,-35446.9,35742,235280.59383802372,0.0064192629547669775,102.8479311362945
243,243000,0.00000706065,21.247772627198998,-35504.5,35796,235604.30206911612,0.006402956086758768,102.58666630732975
244,244000,0.00000708673,21.3262557569558,-35557.9,35840,235713.234630073,0.006366464752626738,102.0020106784315
245,245000,0.00000711226,21.4030837593596,-35609.5,35884,236002.92835807777,0.006332785827692673,101.46241481255551
246,246000,0.00000713813,21.480934931399798,-35647.3,35916,236040.10795366744,0.006311825616909311,101.12659521294734
247,247000,0.00000716433,21.559779179851798,-35718,35982,236425.73824152126,0.006291142457935584,100.79521447269721
248,248000,0.00000719019,21.6376002586674,-35757.6,36020,236672.35430055775,0.006283285618190588,100.66933402213205
249,249000,0.00000721574,21.7144884475204,-35848,36114,237213.50852460062,0.006297600879863378,100.89868979974945
250,250000,0.00000724076,21.7897816954696,-35963.6,36250,238126.12563892838,0.00637855252515684,102.19567814547986
251,251000,0.00000726555,21.864382799253,-36030.5,36310,238496.26745095622,0.00634827545177974,101.71058595037293
252,252000,0.00000729169,21.9430464883574,-36098.1,36368,238685.23248384247,0.00631129116922631,101.11803241704933
253,253000,0.00000731674,22.0184300159804,-36143.2,36412,238889.2752230996,0.0063075581714281265,101.05822319857911
254,254000,0.00000734243,22.0957395099778,-36205,36466,239179.38046368904,0.00627497235376381,100.53614084196359
255,255000,0.00000736743,22.1709725714778,-36259.5,36524,239543.21696559634,0.006288284924454108,100.74943173894827
