frame,timestep,n_atoms,surface_area_A2,filled_volume_A3
232,232000,34918,230277.00939667202,9017354.863472352
233,233000,34988,230578.17844169037,9035437.236665497
234,234000,35090,231247.62451117326,9061911.68524643
235,235000,35152,231731.64189846962,9078232.186102597
236,236000,35182,231801.9729620909,9084166.913517097
237,237000,35288,232617.8369846254,9111336.838134725
238,238000,35398,233294.82311260595,9139434.06425242
239,239000,35486,233804.90005109776,9162848.41902009
240,240000,35578,234282.62676632014,9188302.836501162
241,241000,35668,234753.21866380752,9209445.303167364
242,242000,35742,235280.59383802372,9231793.26140884
243,243000,35796,235604.30206911612,9245424.588899348
244,244000,35840,235713.234630073,9252889.363347296
245,245000,35884,236002.92835807777,9263506.961947028
246,246000,35916,236040.10795366744,9271157.196649253
247,247000,35982,236425.73824152126,9287338.601965882
248,248000,36020,236672.35430055775,9297724.374963077
249,249000,36114,237213.50852460062,9323086.062459366
250,250000,36250,238126.12563892838,9359899.91930883
251,251000,36310,238496.26745095622,9379002.323559498
252,252000,36368,238685.23248384247,9391103.604094293
253,253000,36412,238889.2752230996,9402787.599309886
254,254000,36466,239179.38046368904,9417068.036736313
255,255000,36524,239543.21696559634,9431441.205278054
256,256000,36584,239884.54028145855,9448086.261197498
257,257000,36574,239580.88364473722,9443171.564847376
258,258000,36604,239739.22438861852,9449291.752900746
259,259000,36648,239957.91386851436,9460512.09722938
260,260000,36728,240567.76043784726,9481932.754604908
261,261000,36712,240361.05748643997,9478223.549717594
262,262000,36762,240654.76678464154,9492457.6230292
263,263000,36824,240990.0418755463,9507804.457501564
264,264000,36886,241408.1362103393,9524588.608860197
265,265000,36980,241884.42061727092,9548744.804449767
266,266000,37032,242210.64244777965,9564230.734671367
267,267000,37052,242250.46683741783,9568867.24051966
268,268000,37122,242842.87534974882,9585419.566456227
269,269000,37164,243024.4003583342,9597010.831251781
270,270000,37190,243178.3966562767,9603177.38412864
271,271000,37264,243612.01786669844,9624227.120678758
272,272000,37352,244241.28261877852,9646945.999505216
273,273000,37352,244130.71950199516,9645555.047529763
274,274000,37398,244315.89204411107,9658259.07389038
275,275000,37414,244447.9311265977,9663081.039988078
276,276000,37456,244644.94810382157,9674857.764915675
277,277000,37510,244882.37658676802,9689045.473081995
278,278000,37542,245024.0862481044,9697066.628312266
279,279000,37626,245540.27968511244,9718487.28578322
280,280000,37692,245947.47964591612,9736291.468500217
281,281000,37698,245924.7832650446,9736245.103268662
282,282000,37760,246350.37323240418,9754234.746201828
283,283000,37810,246501.6751408178,9766428.756596208
284,284000,37848,246688.22653403872,9775748.133216836
285,285000,37872,246806.56430576526,9780384.639733901
286,286000,37924,247068.5400734352,9793366.855749454
287,287000,37978,247356.50541422793,9807137.278308487
288,288000,38016,247523.18644204852,9817152.131426997
289,289000,38110,248280.86439070234,9842884.73854896
290,290000,38196,248773.67987829217,9864537.221193777
291,291000,38232,249021.1695697031,9873022.027102076
292,292000,38282,249265.70360670052,9885076.942377301
293,293000,38346,249709.9123471034,9900980.157830456
294,294000,38370,249750.4242651485,9907795.820948277
295,295000,38378,249763.93909116942,9910021.343892347
296,296000,38434,250080.02953701932,9923652.671914807
297,297000,38492,250383.03602216384,9938535.855242215
298,298000,38600,251101.0301524928,9965613.049506515
299,299000,38610,251110.03973990443,9968673.14358366
300,300000,38686,251516.85561845585,9988471.023934819
301,301000,38704,251607.97624389824,9993061.164627096
302,302000,38762,252052.3874178883,10007480.697938092
303,303000,38838,252512.651453879,10025887.626126828
304,304000,38846,252513.67764231827,10028391.339532055
305,305000,38846,252565.51596664873,10027324.943443947
306,306000,38942,253223.8763603396,10053011.186293894
307,307000,38976,253441.84429319124,10062284.19810098
308,308000,39038,253806.6749976015,10077445.572394704
309,309000,39076,253972.49123213883,10088619.551859574
310,310000,39128,254192.35818449451,10100859.92710091
311,311000,39146,254285.61809324546,10104847.322199369
312,312000,39152,254342.67986868235,10107258.305365764
313,313000,39190,254615.14798375525,10116763.142209325
314,314000,39244,254912.2287884027,10131507.231281156
315,315000,39286,255172.20298155517,10142217.559990523
316,316000,39342,255448.80276272885,10156219.807320554
317,317000,39382,255769.15667958735,10167208.326029966
318,318000,39480,256385.5426182101,10192291.823659556
319,319000,39528,256802.37086794025,10205088.57976808
320,320000,39566,256889.67402110677,10214686.146874864
321,321000,39570,256892.35896556548,10213712.480884396
322,322000,39662,257432.2827788342,10238656.882198052
323,323000,39692,257665.4133313604,10244684.34005539
324,324000,39720,257807.31342963115,10253354.606164353
325,325000,39762,257991.16996037256,10264945.870488435
326,326000,39834,258439.44140451247,10282981.878596215
327,327000,39858,258580.8523525785,10289519.351841506
328,328000,39902,258894.83849969876,10299858.75992292
329,329000,39940,259147.41554979264,10309966.343139015
330,330000,39986,259443.54155396819,10322716.73468561
331,331000,40030,259474.82337948977,10334215.26926294
332,332000,40088,259847.10009917963,10350072.11917994
333,333000,40120,259999.25638426488,10357768.718677938
334,334000,40194,260435.07402863758,10376685.662927756
335,335000,40256,260797.8933254679,10390734.275782606
336,336000,40294,260939.3951169913,10400888.223819269
337,337000,40326,261037.2269461282,10410346.695845343
338,338000,40368,261324.910505032,10421984.326075697
339,339000,40396,261441.528678934,10429170.91008152
340,340000,40422,261592.66290132285,10436728.414820272
341,341000,40464,261857.1646369424,10447624.20322556
342,342000,40534,262337.70288725983,10467329.35299792
343,343000,40570,262522.38111987425,10475814.15935919
344,344000,40650,263046.66585202987,10495843.864559084
345,345000,40706,263377.7564336843,10511515.254333578
346,346000,40714,263392.4281302783,10511886.17519273
347,347000,40748,263595.00250099285,10519675.504814507
348,348000,40794,263939.1909423991,10531220.404511785
349,349000,40862,264311.38236648607,10548560.936620174
350,350000,40870,264354.08537425916,10550276.443784945
351,351000,40940,264717.9698249306,10569842.498701729
352,352000,40922,264539.9673729375,10565298.723031783
353,353000,40960,264737.7171580825,10574710.829833131
354,354000,41000,264939.6690540905,10585606.619174035
355,355000,41016,265075.70441977185,10588898.538081918
356,356000,41062,265336.3010120727,10600257.977597112
357,357000,41116,265630.21012367035,10613750.21000279
358,358000,41164,266048.63669370714,10628030.648041537
359,359000,41170,265916.08868444315,10628123.377970524
360,360000,41172,266056.47859499557,10628633.39397299
361,361000,41240,266495.29210875795,10645371.179915432
362,362000,41264,266659.73713561124,10651074.081878569
363,363000,41326,267054.1156061653,10667070.02737454
364,364000,41358,267287.46936037415,10675323.008082915
365,365000,41436,267768.86187448597,10695630.903728452
366,366000,41492,268098.7741918749,10709864.976701364
367,367000,41508,268218.001579391,10714408.752690084
368,368000,41554,268398.50126240624,10724469.97060417
369,369000,41590,268599.5337152315,10734670.283833977
370,370000,41592,268598.5158550107,10736061.235377422
371,371000,41616,268789.05045845703,10742181.42270675
372,372000,41708,269261.9211524012,10765642.142986005
373,373000,41714,269185.7643135284,10767589.47564518
374,374000,41754,269429.6637308795,10777140.6774844
375,375000,41798,269724.47773439373,10788314.6566309
376,376000,41806,269786.87834547553,10791560.210694091
377,377000,41848,270076.4223483074,10802919.650286319
378,378000,41872,270158.9409499872,10808390.727406038
379,379000,41892,270255.3983833068,10813073.59828314
380,380000,41888,270249.1752619148,10812517.217669846
381,381000,41900,270247.22379069694,10815762.771540724
382,382000,41940,270579.4780129883,10826380.370047491
383,383000,41964,270695.5781460207,10833196.033844942
384,384000,42050,271080.5129663087,10857120.404647402
385,385000,42076,271305.1503027418,10863194.226907164
386,386000,42098,271392.03498517245,10869221.68452634
387,387000,42174,271826.2857871101,10889158.660023352
388,388000,42196,271958.78507838765,10895557.038211523
389,389000,42222,272136.2277215978,10901352.670576239
390,390000,42256,272264.9565839169,10908214.698931448
391,391000,42254,272181.07703991234,10908492.889984949
392,392000,42294,272441.7868414484,10919666.868916633
393,393000,42302,272617.8690051553,10921057.820348965
394,394000,42336,272778.41218591505,10928522.595081875
395,395000,42366,273000.57003587706,10937007.400814058
396,396000,42442,273458.8272047794,10956619.820908582
397,397000,42456,273569.4346144602,10960004.46998277
398,398000,42508,273960.92328688415,10973543.067197703
399,399000,42526,273950.48239379085,10977994.113162436
400,400000,42544,274028.2075602697,10981332.397287993
401,401000,42604,274321.2912812446,10998348.37368823
402,402000,42624,274402.3693310668,11002567.59383318
403,403000,42646,274520.7209929187,11009615.08318853
404,404000,42650,274615.4457417522,11010913.304305451
405,405000,42752,275217.00380560587,11036506.817208773
406,406000,42764,275150.1984551781,11037016.833355993
407,407000,42772,275204.5006236906,11040494.212626146
408,408000,42780,275173.0277422784,11041977.894436434
409,409000,42790,275326.1061884316,11045223.448451318
410,410000,42826,275554.89317164995,11053290.968935722
411,411000,42854,275730.6857687809,11062193.06022978
412,412000,42872,275829.91775816743,11066226.820376258
413,413000,42902,275983.5255391267,11074433.435772974
414,414000,42910,275999.85381342453,11077354.434563637
415,415000,42934,276133.76397520903,11083984.637812573
416,416000,42992,276515.073930583,11098775.091984754
417,417000,43034,276769.5177601925,11109392.690468326
418,418000,43050,276872.2647046736,11113565.545555398
419,419000,43094,277112.8938901681,11125759.556397319
420,420000,43116,277244.1582173118,11131462.458586447
421,421000,43126,277255.84722066915,11133966.171230912
422,422000,43174,277626.7099679152,11146345.6424292
423,423000,43198,277639.3404846634,11152280.369971953
424,424000,43244,277895.173105691,11165030.761913108
425,425000,43288,278197.0313957554,11175184.709501987
426,426000,43334,278508.3888072866,11187749.64040506
427,427000,43330,278461.07364519505,11185524.117375718
428,428000,43384,278811.5790930859,11198506.333975721
429,429000,43396,278841.79649719514,11200778.22198967
430,430000,43380,278776.5456433449,11196141.716050768
431,431000,43410,278934.0978616928,11203189.20475838
432,432000,43502,279501.95777266135,11228133.606478907
433,433000,43498,279513.2412791357,11227391.764959743
434,434000,43530,279721.89424162277,11234531.984782113
435,435000,43572,279889.55138468946,11246308.709755002
436,436000,43574,279908.3939517399,11247746.026744878
437,437000,43624,280221.28854352003,11260357.322591856
438,438000,43670,280637.8657935407,11271624.03173149
439,439000,43662,280567.7320943472,11269537.604154926
440,440000,43688,280740.74757921055,11275982.347612228
441,441000,43716,280788.92850812175,11283586.217013309
442,442000,43780,281156.5985351554,11299906.717862686
443,443000,43808,281323.51959533576,11305238.69969683
444,444000,43824,281396.9623725231,11308762.44448373
445,445000,43872,281642.27807287953,11322301.041198315
446,446000,43908,281932.8052832841,11330878.5772819
447,447000,43920,281931.55298363784,11333057.735216586
448,448000,43974,282318.93125520815,11348126.379216427
449,449000,43976,282392.11382665846,11348497.299613506
450,450000,43988,282375.87618821213,11350537.362407891
451,451000,44002,282365.0781394414,11353922.011746561
452,452000,44008,282387.29610977886,11355312.963264111
453,453000,44074,282822.50470796315,11372421.669830622
454,454000,44066,282737.0841264888,11370752.527835123
455,455000,44152,283172.2905400515,11395047.818974582
456,456000,44170,283280.60697262513,11398896.118731478
457,457000,44190,283342.7252424818,11404552.656281967
458,458000,44196,283354.9884920292,11406036.338413328
459,459000,44228,283523.7442625341,11414984.794428766
460,460000,44206,283424.910929758,11407937.305773553
461,461000,44256,283722.0581680829,11421151.347637992
462,462000,44260,283571.7360379754,11422032.28365302
463,463000,44292,283794.3387221041,11430841.64464894
464,464000,44332,283996.7503289386,11441273.783041066
465,465000,44352,284179.5374745879,11447440.335763259
466,466000,44444,284851.3480594445,11471364.70603795
467,467000,44424,284628.9941202595,11466032.724358108
468,468000,44452,284739.71527754405,11473775.688729262
469,469000,44458,284709.6874104036,11474100.244390145
470,470000,44528,285217.5133297267,11493109.9189946
471,471000,44588,285696.32086257683,11508642.21331102
472,472000,44634,285913.1511734338,11520094.382837059
473,473000,44672,286102.25251366966,11530062.870237106
474,474000,44722,286322.406814246,11542766.89696598
475,475000,44768,286638.6582308641,11553199.035003332
476,476000,44834,287114.3875620642,11569890.456176622
477,477000,44844,287142.30683308904,11571652.328532716
478,478000,44886,287459.5403807081,11582594.48246174
479,479000,44942,287718.2844092652,11597060.380781079
480,480000,45008,288088.6116121917,11615142.75389024
481,481000,45038,288227.45152955834,11621958.417885123
482,482000,45012,288013.304634864,11615930.960082842
483,483000,45036,288173.35400376614,11621216.576552682
484,484000,45078,288454.8964761828,11633642.41301463
485,485000,45074,288424.7461331808,11633456.952511592
486,486000,45102,288670.3216524757,11641849.028032199
487,487000,45110,288577.20213906554,11644399.106621346
488,488000,45122,288613.02192792814,11647227.374704352
489,489000,45186,289046.25178578147,11665356.112635482
490,490000,45216,289135.6654706384,11673423.632957712
491,491000,45258,289400.9230660053,11685153.992835872
492,492000,45280,289492.4305532349,11690393.244503312
493,493000,45340,289914.4008532945,11705276.428303212
494,494000,45372,290084.2205774441,11714595.805473061
495,495000,45370,290000.70748557546,11712880.298266092
496,496000,45392,290061.334217922,11718861.390658002
497,497000,45420,290239.2944159629,11724517.927945612
498,498000,45448,290382.06551836303,11731611.782142922
499,499000,45486,290678.963636601,11742043.920561807
500,500000,45492,290681.80369983043,11742924.856624573
501,501000,45538,290965.251923905,11754655.216529537
502,502000,45546,291029.610109002,11756185.263295697
503,503000,45554,291058.9908194273,11757715.310569663
504,504000,45594,291381.36884750036,11768193.813625883
505,505000,45666,291727.95007735025,11786971.662525866
506,506000,45680,291871.53525402327,11791515.438222395
507,507000,45686,291761.8829001623,11793694.595920244
508,508000,45710,291921.7424165419,11799814.784071062
509,509000,45712,291812.4080532928,11799629.323652636
510,510000,45732,291933.5626151208,11804868.575262403
511,511000,45746,292032.0772315667,11809319.620931592
512,512000,45776,292179.9346242188,11816181.649287002
513,513000,45794,292262.1555973163,11820910.88557464
514,514000,45820,292347.0939849112,11826845.612807479
515,515000,45838,292409.7848061611,11832641.245642388
516,516000,45850,292579.03137302137,11834866.768684076
517,517000,45856,292562.38695588283,11836304.085336426
518,518000,45874,292680.23996121547,11841728.797347736
519,519000,45926,293009.5772702075,11855499.219617028
520,520000,45966,293121.80560905504,11866812.293808611
521,521000,46004,293301.7519847525,11876873.5117235
522,522000,46056,293562.3485558294,11891895.790738115
523,523000,46056,293580.9456757557,11889855.728461292
524,524000,46118,293980.7798825186,11906639.879601074
525,525000,46122,293931.02744852204,11906176.228910087
526,526000,46160,294108.17358484195,11916330.177348157
527,527000,46188,294174.85178914276,11924583.157354742
528,528000,46250,294635.0224019325,11939976.356929682
529,529000,46294,294826.11280380026,11951243.066139966
530,530000,46320,294920.9883798155,11957502.349117137
531,531000,46372,295144.66830866144,11969742.725031598
532,532000,46420,295493.50928202365,11983976.798217608
533,533000,46478,295892.53967879986,11998581.791470218
534,534000,46450,295638.93946360314,11991024.28710315
535,535000,46458,295663.48529994296,11993296.174917497
536,536000,46488,295933.388447494,12001224.59991606
537,537000,46502,295872.2854884203,12004748.344569702
538,538000,46538,296069.7044043453,12013279.515277093
539,539000,46612,296456.7235339116,12033726.506287906
540,540000,46678,296824.9205364606,12050278.83240777
541,541000,46688,296853.11995843763,12053709.847109156
542,542000,46738,297105.90525141824,12067062.984069984
543,543000,46736,297067.35801603243,12065903.857598614
544,544000,46776,297397.5822449497,12076846.011348704
545,545000,46762,297245.1548835789,12071096.744148238
546,546000,46788,297385.31211962213,12078839.708735682
547,547000,46788,297357.54480915825,12078654.248655634
548,548000,46784,297223.441837364,12077587.852019703
549,549000,46806,297342.5682667358,12083708.040025597
550,550000,46816,297443.2333010927,12086489.94376974
551,551000,46844,297727.2617746699,12093583.79756705
552,552000,46852,297681.24196367204,12095623.860008575
553,553000,46852,297683.57280352426,12095206.574370427
554,554000,46922,298123.2943243246,12113149.85310049
555,555000,46944,298248.2139862562,12118435.46925319
556,556000,46960,298249.5085157568,12123906.54620883
557,557000,46974,298321.6637194026,12127244.83061556
558,558000,46974,298297.1105253136,12126920.275149997
559,559000,47000,298456.0831812986,12133643.208692122
560,560000,47036,298708.4022848073,12142591.664731085
561,561000,47062,298785.1762807137,12150102.804372871
562,562000,47090,299001.6431183517,12158494.880218381
563,563000,47108,298974.6917786478,12163131.386195268
564,564000,47126,299008.74738740386,12168185.177592058
565,565000,47184,299231.7914794547,12182001.965063231
566,566000,47214,299461.15860579466,12192155.912727132
567,567000,47206,299336.5523768653,12189188.54925207
568,568000,47266,299722.8497797943,12204581.748689193
569,569000,47250,299556.06886372133,12201336.194554375
570,570000,47328,299983.4152576577,12221504.995221026
571,571000,47360,300164.6783632874,12229618.880903324
572,572000,47420,300563.77650435653,12245707.557020033
573,573000,47428,300484.94001063576,12247515.794049311
574,574000,47400,300366.45350603876,12241256.511296807
575,575000,47416,300456.0419063092,12246032.11210196
576,576000,47414,300396.8516863898,12244502.065112898
577,577000,47450,300561.72649150976,12253728.711755035
578,578000,47448,300548.1180653345,12253357.790960703
579,579000,47464,300660.0570786375,12256603.345351828
