frame,step,time_s,time_kappa,energy_eV,n_atoms,surface_sites,surface_area_A2,gamma_eV_A2,gamma_mJ_m2,spherical_surface_area_A2,gamma_spherical_mJ_m2
188,188000,0.00000563914,16.969990658072884,-31331.3,31644,5723,238523.01416339842,0.0058216436886411056,93.2730148941435,206176.7802040804,107.90623769872201
189,189000,0.00000566588,17.05045994065797,-31419.6,31730,5701,237606.09885471506,0.005846735444486397,93.6750291433571,206550.16707746265,107.75957506975763
190,190000,0.00000569346,17.133457054109606,-31549.4,31878,5758,239981.74306357646,0.005885664392502591,94.29873965233456,207191.9510760883,109.22227332158816
191,191000,0.00000571987,17.212933260282835,-31664.7,31998,5790,241315.43805802494,0.005889519590778361,94.36050673830333,207711.58763426982,109.62627207406703
192,192000,0.00000574677,17.293884034461552,-31727.6,32048,5755,239856.7091578469,0.005878643148864657,94.18624692735138,207927.91108180623,108.64920980731003
193,193000,0.00000577308,17.37305930838876,-31797.3,32118,5778,240815.30243510677,0.005866371388008829,93.98963164233894,208230.57501022794,108.69749348097598
194,194000,0.00000579909,17.45133178557792,-31868.7,32190,5789,241273.76008944842,0.00586785732304718,94.01343894631981,208541.6571740136,108.76951982112138
195,195000,0.00000582668,17.53435899225416,-31912.4,32220,5770,240481.87868649463,0.005834452091207811,93.47822812725592,208671.2062751501,107.72842270670417
196,196000,0.00000585214,17.61097634209022,-32010.9,32324,5795,241523.82790090752,0.0058466943500885766,93.67437073851734,209119.99889443198,108.18952140678245
197,197000,0.00000587859,17.690572921161856,-32107.4,32436,5839,243357.6585182742,0.005881976382890414,94.2396512240686,209602.77608996772,109.41620759652638
198,198000,0.00000590479,17.76941716961845,-32185.7,32508,5841,243441.01445542724,0.005864139217434064,93.95386832695903,209912.83943883338,108.96058134734199
199,199000,0.0000059325,17.85280549498991,-32266.4,32598,5867,244524.64163841665,0.005888698948097248,94.34735859301789,210300.09691284914,109.70158543982734
200,200000,0.0000059579,17.92924228547836,-32385.5,32714,5889,245441.55694709998,0.0058701387732417645,94.0499918082538,210798.70349236554,109.50625425035325
201,201000,0.00000598384,18.007304110095305,-32470.7,32804,5910,246316.7942872068,0.005881190538355595,94.22706060655216,211185.14752161363,109.90217719424085
202,202000,0.00000601079,18.088405350397032,-32568,32900,5922,246816.929910125,0.005877230547062613,94.16361455134756,211596.96515689345,109.83699239528919
203,203000,0.0000060369,18.166978759832205,-32642,32962,5906,246150.08241290075,0.005852965743002697,93.77484953041369,211862.71783829978,108.95115089473234
204,204000,0.00000606309,18.245792915064197,-32697.7,33006,5898,245816.65866428864,0.0058193940466566745,93.2369716559203,212051.21543916542,108.0833268933114
205,205000,0.00000608923,18.32445660417318,-32765.4,33066,5870,244649.6755441462,0.005824017533768972,93.31104808610952,212308.12269363797,107.52540858689905
206,206000,0.00000611558,18.4037522509988,-32869.9,33176,5897,245774.98069571212,0.005834947055801039,93.48615833431519,212778.71613535224,107.98335085975805
207,207000,0.00000614267,18.485274796444948,-32935.3,33232,5886,245316.52304137044,0.005815295204389534,93.17130096285166,213018.09115390643,107.29820869033126
208,208000,0.00000616834,18.562524103997646,-33000.9,33296,5895,245691.62475855908,0.005808761293358981,93.06661616703379,213291.49802402887,107.20393615634752
209,209000,0.00000619344,18.638058097748047,-33082.8,33396,5953,248108.946935997,0.005838822089610896,93.54824322057632,213718.3458435108,108.60160844668287
210,210000,0.00000621852,18.713531905049244,-33177.6,33494,5966,248650.7605274917,0.005852368988990533,93.76528847706835,214136.24355046908,108.87839398101568
211,211000,0.00000624529,18.794091467308135,-33240.7,33542,5944,247733.84521880833,0.005819665047085559,93.24131356146994,214340.77941234366,107.76777617943716
212,212000,0.00000627101,18.871491240983843,-33325.6,33636,5987,249525.99786759852,0.00582714431532512,93.36114464959836,214741.04642687447,108.48430315666367
213,213000,0.00000629559,18.94546038705495,-33424.6,33742,6016,250734.65895631746,0.005841346410171276,93.58868729476198,215191.96433309672,109.04648630233497
214,214000,0.00000632216,19.02541808482181,-33515.8,33838,6035,251526.54035927125,0.00585501632510214,93.80770347767196,215599.935506412,109.43939783361151
215,215000,0.00000634813,19.103570189112563,-33607.7,33928,6034,251484.86239069473,0.005860599266250471,93.89715205624049,215982.05822403025,109.33182393904286
216,216000,0.00000637355,19.180067166050218,-33650.8,33950,6004,250234.52333339927,0.005808551036994338,93.06324748868798,216075.41458482167,107.77550708365436
217,217000,0.0000063996,19.258460016137782,-33708.6,34008,6009,250442.91317628184,0.005812390462713501,93.1247618704402,216321.4392952601,107.81380120094089
218,218000,0.00000642419,19.332459255433495,-33819.1,34124,6033,251443.1844221182,0.005826827254702565,93.35606477838816,216813.06956198454,108.26721036890525
219,219000,0.00000644927,19.407933062734692,-33885.7,34182,6025,251109.7606735061,0.005808169288554006,93.05713120437633,217058.6757516619,107.65547087566752
220,220000,0.00000647437,19.48346705648509,-33984.4,34296,6081,253443.72691379098,0.005830343555919319,93.41240213486405,217541.01450880506,108.82907478613173
221,221000,0.00000649967,19.559602914727527,-34058.2,34358,6065,252776.87941656672,0.005807382397425832,93.04452381858569,217803.11470289508,107.98516086303644
222,222000,0.00000652442,19.634083645616865,-34123.2,34422,6071,253026.94722802582,0.005806290658346428,93.02703223015125,218073.50442953402,107.93767008263156
223,223000,0.00000655013,19.71145332606797,-34179.4,34470,6056,252401.7776993781,0.0057946501539383,92.84053078844447,218276.18676381744,107.35534352591878
224,224000,0.00000657426,19.784068277032,-34218.4,34514,6071,253026.94722802582,0.005806006103674332,93.02247316168396,218461.89627231527,107.74049300735938
225,225000,0.00000660127,19.865350076681334,-34261,34540,6048,252068.35395076594,0.005765737654969062,92.37730148565385,218571.59661420577,106.53440194703234
226,226000,0.00000662646,19.94115490945315,-34315,34594,6041,251776.60817073035,0.0057797108737489685,92.60117713196321,218799.3478766905,106.55795146173061
227,227000,0.00000665269,20.020089437583547,-34370.9,34642,6022,250984.72676777656,0.00577297279663005,92.493221234783,219001.69397678677,106.00094199245848
228,228000,0.00000667948,20.100709186291642,-34442.5,34710,6009,250442.91317628184,0.0057803192817080596,92.61092490212317,219288.19104957397,105.76834855276924
229,229000,0.00000670593,20.180305765363283,-34478.6,34740,5991,249692.70974190457,0.005777341282775577,92.56321209906616,219414.52732993066,105.33650407147717
230,230000,0.000006732,20.25875880190005,-34511.9,34766,5992,249734.3877104811,0.005750685811298573,92.13614436337906,219523.98935939238,104.8157136071493
231,231000,0.00000675774,20.336218762024963,-34577.3,34834,6002,250151.16739624625,0.005760740655338718,92.29724072517541,219810.1457431845,105.03729223595619
232,232000,0.00000678292,20.411993501572177,-34659.9,34918,6009,250442.91317628184,0.005771023750161664,92.46199406768072,220163.3760998809,105.17848864151105
233,233000,0.00000680759,20.486233486664702,-34729.4,34988,6011,250526.2691134349,0.005780599396322312,92.61541283302114,220457.51840853074,105.24745995035879
234,234000,0.00000683302,20.56276055682696,-34822.1,35090,6042,251818.28613930687,0.005801643805929925,92.95258144651756,220885.77486157606,105.96952097415556
235,235000,0.00000685866,20.63991958470585,-34888,35152,6039,251693.2522335773,0.005797406116576599,92.88468617787707,221145.88483239186,105.71505214543687
236,236000,0.00000688489,20.71885411283625,-34928.6,35182,6024,251068.08270492958,0.00577368490802412,92.50463051714684,221271.68958950145,104.9612820707178
237,237000,0.0000069109,20.79712659002541,-35018.2,35288,6078,253318.6930080614,0.0058013563174085896,92.9479753726033,221715.91366233968,106.19652532019735
238,238000,0.00000693622,20.87332263471705,-35109.6,35398,6143,256027.76096553492,0.005827227463043887,93.36247682292014,222176.4308774122,107.58740612030893
239,239000,0.0000069619,20.95060203549435,-35190.6,35486,6187,257861.59158290163,0.005824535522255689,93.31934717661052,222544.50127599118,108.12882479893558
240,240000,0.00000698742,21.027399944678024,-35278.4,35578,6206,258653.47298585542,0.005835034738089655,93.48756315945555,222928.9769854006,108.46899859842478
241,241000,0.00000701018,21.09589212387161,-35367.4,35668,6238,259987.1679803039,0.005820718044494579,93.25818443991386,223304.77398411115,108.57775600105721
242,242000,0.00000703561,21.17241919403387,-35446.9,35742,6235,259862.13407457437,0.005812035698770073,93.11907792543273,223613.52589343942,108.21403676757413
243,243000,0.00000706065,21.24777262843666,-35504.5,35796,6244,260237.235791763,0.005796879894647834,92.87625517309141,223838.696875566,107.97891631031065
244,244000,0.00000708673,21.32625575819803,-35557.9,35840,6245,260278.91376033952,0.005765584227778739,92.3748433110603,224022.08582167682,107.32523888257569
245,245000,0.00000711226,21.403083760606307,-35609.5,35884,6228,259570.38829453874,0.005757806234446539,92.25022611929771,224205.3997355595,106.80129489426969
246,246000,0.00000713813,21.480934932651042,-35647.3,35916,6225,259445.3543888092,0.005742419260154845,92.0036996125166,224338.6718880194,106.40132728861747
247,247000,0.00000716433,21.559779181107633,-35718,35982,6196,258236.69330009026,0.00575978564855438,92.28193982962364,224613.4207705968,106.09598888242151
248,248000,0.00000719019,21.63760025992777,-35757.6,36020,6211,258861.862828738,0.005744685539035343,92.04000940320121,224771.53331502684,105.99940276019993
249,249000,0.00000721574,21.714488448785243,-35848,36114,6234,259820.45610599784,0.00574964736183264,92.11950656868,225162.4151410274,106.29896733850025
250,250000,0.00000724076,21.78978169673883,-35963.6,36250,6298,262487.84609489486,0.005786553635138167,92.71081025606132,225727.34657750008,107.80909474550886
251,251000,0.00000726555,21.864382800526577,-36030.5,36310,6279,261695.96469194104,0.005785492343308669,92.69380648635057,225976.35636809652,107.34572191216336
252,252000,0.00000729169,21.94304648963556,-36098.1,36368,6287,262029.38844055316,0.005749019256829525,92.1094432170831,226216.935488976,106.69130948840171
253,253000,0.00000731674,22.01843001726295,-36143.2,36412,6283,261862.6765662471,0.00575419154710582,92.19231244333255,226399.35848323003,106.63336617639325
254,254000,0.00000734243,22.095739511264853,-36205,36466,6279,261695.96469194104,0.005735067415986882,91.8859100830894,226623.1408542377,106.10642757024249
255,255000,0.00000736743,22.170972572769237,-36259.5,36524,6288,262071.06640912968,0.005747738659743646,92.08892578979746,226863.3766956176,106.38051561131341
256,256000,0.00000739119,22.242474074423,-36320.6,36584,6289,262112.7443777062,0.005750410967534014,92.13174088080329,227111.76275245048,106.33048307975628
257,257000,0.00000741592,22.316894618863135,-36332.7,36574,6219,259195.2865773501,0.0057285609611458016,91.78166518392385,227070.37451158045,104.7665291479065
258,258000,0.00000744199,22.395347655399906,-36364.8,36604,6199,258361.7272058198,0.005742862985344583,92.01080887382575,227194.5279228715,104.63311647328227
259,259000,0.00000746763,22.472506683278798,-36409.8,36648,6209,258778.50689158496,0.005735530426496409,91.89332832928602,227376.55825768207,104.58430051263825
260,260000,0.00000749302,22.54891338054265,-36479.6,36728,6241,260112.20188603346,0.005755793035253185,92.21797111222592,227707.33598294592,105.34144372608273
261,261000,0.00000751665,22.62002367027659,-36481.4,36712,6196,258236.69330009026,0.0057265603160489365,91.74961131565261,227641.19966636618,104.08096720825408
262,262000,0.00000754359,22.701094817353717,-36531.4,36762,6190,257986.62548863117,0.005738700590373217,91.94411995417973,227847.8437774377,104.10611242681253
263,263000,0.00000756973,22.779758506462695,-36592.8,36824,6191,258028.3034572077,0.005748268620639836,92.09741669944556,228103.952412958,104.17943193166472
264,264000,0.00000759602,22.858873593940707,-36653.2,36886,6196,258236.69330009026,0.005757988847355979,92.25315190066343,228359.91735334118,104.32281273108326
265,265000,0.000007622,22.937055791456057,-36736.5,36980,6245,260278.91376033952,0.00576619895295064,92.38469229412782,228747.7198676672,105.11924390900823
266,266000,0.00000764778,23.014636124479377,-36795,37032,6247,260362.26969749253,0.005746178206766538,92.06392457681368,228962.10774361083,104.68969121702565
267,267000,0.00000767297,23.090440957251193,-36824.2,37052,6234,259820.45610599784,0.005725369057904855,91.73052525601751,229044.53789529813,104.05603700427943
268,268000,0.0000076978,23.165162433937343,-36884.8,37122,6271,261362.54094332893,0.005736659869422913,91.91142399994882,229332.92670911714,104.74816531171616
269,269000,0.00000772418,23.24454836043677,-36931.4,37164,6263,261029.1171947168,0.005731835651437747,91.83413150661727,229505.87298636982,104.44779457534611
270,270000,0.00000774997,23.32215878668469,-36961.7,37190,6250,260487.3036032221,0.005730643986678886,91.81503893229518,229612.90231837815,104.16074915744902
271,271000,0.00000777616,23.400972941916685,-37028.8,37264,6265,261112.47313186983,0.005752984459081564,92.1729727610561,229917.3878413635,104.67895925366783
272,272000,0.00000780264,23.480659800662124,-37114.5,37352,6275,261529.252817635,0.005764051186469615,92.35028128141595,230279.21650736796,104.88267429142638
273,273000,0.00000782751,23.555501650246683,-37134.7,37352,6227,259528.71032596225,0.005730649214616866,91.81512269309594,230279.21650736796,103.47725140968926
274,274000,0.00000785334,23.63323244939301,-37181.1,37398,6236,259903.8120431509,0.005726857133410886,91.75436685407142,230468.24111862452,103.47330114219261
275,275000,0.00000787927,23.711264180785356,-37204.2,37414,6216,259070.25267162058,0.0057199774374649135,91.64414197313481,230533.97064018634,102.98816678046313
276,276000,0.00000790351,23.784210157220006,-37242.8,37456,6223,259361.99845165617,0.005732158176121983,91.83929892174697,230706.46607200892,103.24645212721806
277,277000,0.00000793012,23.864288227885268,-37302.3,37510,6209,258778.50689158496,0.005730924170689798,91.81952797505022,230928.15120685534,102.89313030350128
278,278000,0.00000795507,23.939370823266646,-37337.8,37542,6207,258695.15095443194,0.0057234470554912075,91.69973138244114,231059.46997584697,102.66740356905173
279,279000,0.00000798152,24.018967402338276,-37415.4,37626,6215,259028.57470304405,0.005751813295919315,92.15420865852454,231404.00435951975,103.15540298351158
280,280000,0.00000800544,24.090950395585676,-37476.3,37692,6234,259820.45610599784,0.005762548578504449,92.32620684769743,231674.5301091944,103.54283296657233
281,281000,0.00000803105,24.16801914379076,-37493,37698,6208,258736.82892300843,0.005746116647516022,92.06293828888585,231699.11552615574,102.80605802101981
282,282000,0.00000805528,24.240935027000805,-37553.6,37760,6216,259070.25267162058,0.005752262116673541,92.1613995597773,231953.08851107617,102.93580147513987
283,283000,0.00000807964,24.31424212213068,-37603,37810,6230,259653.7442316918,0.005748193635398501,92.09621530342993,232157.80419645924,103.00376166922898
284,284000,0.00000810715,24.3970285830101,-37645.8,37848,6222,259320.32048307967,0.005742056762949114,91.99789176698748,232313.32777043042,102.69287175963503
285,285000,0.00000813322,24.47548161954687,-37672.7,37872,6226,259487.03235738573,0.005730336450694243,91.8101116626081,232411.5263679548,102.50581710828264
286,286000,0.00000815815,24.550504028479043,-37725.1,37924,6224,259403.6764202327,0.005737451452264468,91.92410655527497,232624.2188658867,102.50631386679045
287,287000,0.00000818389,24.627963988603955,-37772.5,37978,6254,260654.01547752816,0.005742294041616406,92.00169339035229,232844.98897804494,102.98959371287492
288,288000,0.00000821006,24.70671795738674,-37812.1,38016,6259,260862.40532041073,0.0057365261129213255,91.90928098453394,233000.28300261652,102.89977248064446
289,289000,0.00000823539,24.78294409530298,-37895.9,38110,6288,262071.06640912968,0.005761185394052332,92.30436622492729,233384.2092533987,103.65013026447191
290,290000,0.00000826272,24.86518887813957,-37975.6,38196,6302,262654.5579692009,0.005783505193076194,92.66196882964337,233735.1845136539,104.12676428731729
291,291000,0.00000828671,24.937382523959176,-38019.7,38232,6293,262279.4562520123,0.005765560221945137,92.37445869520353,233882.0261622295,103.5903579069669
292,292000,0.00000831026,25.0082520678963,-38071.6,38282,6305,262779.5918749304,0.005753825817339854,92.18645280647867,234085.89646031402,103.48645010739021
293,293000,0.00000833589,25.085381002550598,-38129.4,38346,6337,264113.28686937894,0.0057564843405698085,92.22904704447845,234346.72097518775,103.94391975438334
294,294000,0.0000083617,25.16305161524772,-38160.5,38370,6336,264071.60890080244,0.005733596301027425,91.8623402229497,234444.49275103063,103.47112741022401
295,295000,0.000008388,25.24219679595033,-38175.9,38378,6322,263488.1173407312,0.005719240834118048,91.63234028642606,234477.07881260064,102.96969303721194
296,296000,0.00000841375,25.319686849299845,-38227,38434,6318,263321.4054664252,0.005748700897743814,92.10434254219962,234705.1178828943,103.33411195521555
297,297000,0.00000843896,25.395551868520865,-38293.7,38492,6310,262987.981717813,0.005730406348443146,91.8112315480087,234941.18447853628,102.7714682609999
298,298000,0.00000846419,25.471477074191085,-38385.7,38600,6369,265446.98186382744,0.005751430998688813,92.14808358162502,235380.44107256655,103.91870522384248
299,299000,0.00000848931,25.547071254390687,-38405.6,38610,6364,265238.59202094487,0.005719906701511207,91.64300865821268,235421.09224338026,103.25014786669388
300,300000,0.0000085138,25.62076956144038,-38472.9,38686,6406,266989.06670115853,0.005724668874590163,91.71930708255435,235729.92654130128,103.88181320778419
301,301000,0.0000085385,25.69509982620671,-38500.9,38704,6394,266488.93107824033,0.005700184220987459,91.32701968361599,235803.04187503544,103.21172984251004
302,302000,0.00000856229,25.766691607534284,-38557.4,38762,6387,266197.1852982047,0.005719474450093931,91.63608322700496,236038.55866668056,103.34441781280087
303,303000,0.00000858653,25.839637583968933,-38627.7,38838,6427,267864.30404126534,0.005714804014215265,91.56125459465102,236346.98914787435,103.77111985884538
304,304000,0.00000861113,25.913666916489245,-38644,38846,6426,267822.62607268884,0.005685718276792322,91.09524970583402,236379.44380581385,103.21273544837634
305,305000,0.00000863615,25.98896016444283,-38650.6,38846,6397,266613.96498396987,0.0056867388776546774,91.11160153437709,236379.44380581385,102.76538835193911
306,306000,0.0000086617,26.065848353300307,-38724.1,38942,6444,268572.8295070661,0.0057411913291081145,91.98402598820425,236768.72610404855,104.33983632723145
307,307000,0.0000086857,26.138072092344515,-38769.5,38976,6435,268197.72778987745,0.00571102526714923,91.50071239210104,236906.52018621814,103.58635606747725
308,308000,0.00000871016,26.211680119720405,-38832.8,39038,6435,268197.72778987745,0.005714037969779694,91.54898120969824,237157.68864645492,103.53123646150142
309,309000,0.00000873546,26.287815977962836,-38879.4,39076,6423,267697.5921669593,0.005697413964966726,91.28263528894982,237311.56488224908,102.97071567342904
310,310000,0.00000876102,26.364734260044916,-38931.6,39128,6421,267614.23622980627,0.005705047763934893,91.40494223230434,237522.05155877504,102.98523291878323
311,311000,0.00000878641,26.441140957308768,-38957.5,39146,6399,266697.3209211229,0.005697335071653716,91.281371278723,237594.89060318033,102.46220829176322
312,312000,0.00000881033,26.51312395055616,-38969.8,39152,6378,265822.0835810161,0.00569316130402972,91.21450014909388,237619.16780356463,102.04070953769792
313,313000,0.00000883588,26.590012139413638,-39006.7,39190,6393,266447.25310966384,0.005688780733559105,91.14431567257778,237772.8946181223,102.13591665493186
314,314000,0.00000886129,26.666479023126694,-39061.5,39244,6411,267197.4565440411,0.005676685772456051,90.95053303189326,237991.26307032665,102.11194639639137
315,315000,0.00000888714,26.74427000872222,-39105.3,39286,6395,266530.6090468168,0.005689492870718031,91.15572536774012,238161.03596067536,102.01413049101707
316,316000,0.00000891334,26.823114257178815,-39157.6,39342,6399,266697.3209211229,0.0057069489665033165,91.43540285562062,238387.3057343076,102.29394096226054
317,317000,0.00000893968,26.902379810779834,-39199.2,39382,6401,266780.67685827595,0.005704266208187305,91.39242032873479,238548.8612751207,102.2085438793868
318,318000,0.00000896334,26.973580380187585,-39279.9,39480,6452,268906.2532556782,0.00573590231289063,91.89928660619925,238944.4413774244,103.4227567533513
319,319000,0.00000898749,27.046255517600812,-39334,39528,6447,268697.86341279565,0.005723722475743237,91.70414410136446,239138.07545985244,103.03966668106999
320,320000,0.00000901218,27.120555689142545,-39377,39566,6453,268947.9312242548,0.005704613502755342,91.39798460115503,239291.31352728806,102.72541244479301
321,321000,0.00000903719,27.195818843871525,-39388.5,39570,6439,268364.43966418353,0.0056895764651630374,91.15706469840534,239307.4409957727,102.22546564965113
322,322000,0.00000906208,27.270720879905287,-39476.5,39662,6452,268906.2532556782,0.005704620035523884,91.39808926764617,239678.2229364386,102.54380827167839
323,323000,0.00000908688,27.345352076917635,-39509,39692,6439,268364.43966418353,0.0057106224726261035,91.49425891236848,239799.0680869575,102.39324831989603
324,324000,0.00000911254,27.422571291245738,-39541.2,39720,6444,268572.8295070661,0.005694097957737646,91.22950699594375,239911.82942814572,102.1282147147048
325,325000,0.00000913786,27.498767335937373,-39576.8,39762,6482,270156.5923129737,0.0056896927327957855,91.15892751125013,240080.92177268388,102.5786848596929
326,326000,0.00000916049,27.56686830321114,-39645.3,39834,6489,270448.3380930093,0.005705548094251286,91.4129584077264,240370.65592042656,102.85150068284224
327,327000,0.00000918431,27.638550364212517,-39679.2,39858,6465,269448.0668471729,0.005693015422040673,91.21216286195215,240467.19516836407,102.2049637119727
328,328000,0.00000920842,27.71110512872734,-39723.9,39902,6460,269239.67700429034,0.0057003782543370825,91.33012844060583,240644.13348041318,102.18281213205017
329,329000,0.00000923337,27.786187724108714,-39762.1,39940,6466,269489.74481574947,0.005699140800515695,91.31030224462302,240796.8915084936,102.19064663500626
330,330000,0.00000925713,27.85768922576248,-39811.4,39986,6462,269323.0329414434,0.005696222797006551,91.26355067422021,240981.7443190724,101.99683936241131
331,331000,0.00000928156,27.931206973464562,-39858.3,40030,6455,269031.28716140776,0.005697181231863311,91.27890649354732,241158.4937330413,101.82880695808669
332,332000,0.00000930651,28.006289568845936,-39918.5,40088,6452,268906.2532556782,0.005698982383064527,91.30776411723623,241391.38268474172,101.71543188012592
333,333000,0.0000093322,28.08359906284784,-39954,40120,6448,268739.5413813722,0.005693542498938193,91.22060756484743,241519.82506042614,101.5013332150845
334,334000,0.00000935728,28.159072870149036,-40023.4,40194,6470,269656.4566900555,0.0057005718270890775,91.33322981800808,241816.71733956892,101.84819065341169
335,335000,0.00000938103,28.230544278578197,-40086.4,40256,6478,269989.88043866766,0.005697635768794845,91.28618897805727,242065.3246725245,101.81692599396403
336,336000,0.00000940546,28.30406202628028,-40128.8,40294,6472,269739.81262720854,0.005691395664019757,91.18621147741369,242217.6338236215,101.54732010970491
337,337000,0.00000942949,28.376376044998292,-40159.2,40326,6482,270156.5923129737,0.005692565140954926,91.20494856360898,242345.85702844788,101.67129906055013
338,338000,0.00000945427,28.450947055561436,-40199.3,40368,6497,270781.7618416214,0.005691712726581064,91.19129137968612,242514.09852641082,101.82063102494186
339,339000,0.00000947841,28.52359209975007,-40230.7,40396,6506,271156.8635588101,0.005674811176838482,90.92049869892658,242626.2271102697,101.6119219840116
340,340000,0.00000950378,28.599938610564717,-40255.6,40422,6515,271531.9652759987,0.005674278527148383,90.91196471005074,242730.32331452216,101.69930195674658
341,341000,0.00000952783,28.672312815731928,-40297,40464,6514,271490.2873074222,0.005682619497370949,91.04560178600559,242898.43158809477,101.76268502579873
342,342000,0.00000955391,28.750795945493305,-40362.3,40534,6538,272490.5585532586,0.005687742020232523,91.12767365036504,243178.4828545214,102.11195662200977
343,343000,0.00000957874,28.825517422179455,-40399.8,40570,6532,272240.49074179947,0.005691952713491349,91.19513639388735,243322.44644113994,102.03336785512272
344,344000,0.00000960365,28.900479644662425,-40466.2,40650,6566,273657.541673401,0.005722115277454471,91.6783939459198,243642.21316335574,102.97264823721189
345,345000,0.00000962832,28.974719629754947,-40525.6,40706,6573,273949.28745343664,0.005710560573244437,91.49326717493882,243865.9250644335,102.77989982708297
346,346000,0.00000965269,29.048056818109416,-40546.5,40714,6555,273199.0840190593,0.005680019043884279,91.00393792786411,243897.87553042665,101.93689645696898
347,347000,0.00000967745,29.12256764222336,-40586,40748,6534,272323.8466789525,0.0056823227891029905,91.04084799546521,244033.64167185905,101.59498404066913
348,348000,0.00000970285,29.19900443271181,-40629.1,40794,6535,272365.524647529,0.005697843007143892,91.28950930246239,244217.2651872591,101.81145496374111
349,349000,0.00000972759,29.27345507037655,-40697.9,40862,6540,272573.9144904116,0.00569903397727609,91.30859074763839,244488.58227271587,101.79755543318157
350,350000,0.00000975095,29.343752843046243,-40716.2,40870,6537,272448.88058468205,0.00566484250802526,90.76078301648029,244520.4920314507,101.12720422077652
351,351000,0.00000977421,29.413749683469916,-40772.6,40940,6578,274157.6772963192,0.005687821750527123,91.12895107051534,244799.61367137302,102.05776547295268
352,352000,0.0000097984,29.486545193781556,-40768,40922,6561,273449.15183051844,0.00565131758374512,90.5440898398977,244727.85473959122,101.17035756445436
353,353000,0.00000982327,29.561387043366118,-40800.6,40960,6592,274741.1688563904,0.0056490987734396135,90.5085405796301,244879.33348457023,101.54561381922595
354,354000,0.00000984836,29.636890943891913,-40846,41000,6571,273865.9315162836,0.00565240076204206,90.56144426947583,245038.7341968823,101.21540325290971
355,355000,0.00000987392,29.713809225973996,-40865.5,41016,6545,272782.30433329416,0.005664018433219984,90.74757988250347,245102.47996585316,100.9958526591313
356,356000,0.00000989905,29.7894334993982,-40914.6,41062,6537,272448.88058468205,0.005665312320930059,90.7683102490645,245285.702897892,100.82008134903518
357,357000,0.00000992342,29.862770687752676,-40960.9,41116,6577,274115.99932774267,0.005665645215196388,90.77364380321555,245500.70340946267,101.35412134538066
358,358000,0.00000994803,29.93683011349759,-41003.3,41164,6596,274907.8807306965,0.005675632127579731,90.93365177987953,245691.73596963208,101.74692038074757
359,359000,0.00000997253,30.010558513771883,-41017.2,41170,6561,273449.15183051844,0.0056777649139035475,90.96782278401285,245715.6098174359,101.23522067905716
360,360000,0.00000999725,30.084948964987415,-41031.9,41172,6515,271531.9652759987,0.005671332281025242,90.86476064308565,245723.5675089725,100.40830548681234
361,361000,0.0000100212,30.157022237908613,-41095,41240,6520,271740.35511888127,0.0056935231402165136,91.22029740393204,245994.05240898798,100.7676233138422
362,362000,0.0000100451,30.2289450447068,-41124.4,41264,6524,271907.06699318736,0.005673173621628048,90.89426217197615,246089.48216604922,100.43010378239374
363,363000,0.0000100698,30.303275309473133,-41183.7,41326,6526,271990.4229303404,0.005689112077289231,91.14962438440008,246335.92344896702,100.64234456405107
364,364000,0.0000100936,30.374897184025304,-41217.1,41358,6531,272198.812773223,0.005683610388443951,91.06147761124562,246463.07072656226,100.5701423019928
365,365000,0.0000101198,30.453741432481895,-41283.5,41436,6561,273449.15183051844,0.005709741608442422,91.48014591224026,246772.85491803856,101.36920577160942
366,366000,0.0000101447,30.528673561740263,-41342.6,41492,6557,273282.43995621236,0.005708848326478574,91.46583395733975,246995.1442154732,101.20039548099624
367,367000,0.000010169,30.601800097522524,-41359.9,41508,6571,273865.9315162836,0.005693924729397331,91.22673157195177,247058.63707133662,101.12536083458028
368,368000,0.0000101933,30.67492663330478,-41402.2,41554,6574,273990.96542201313,0.00571053865805423,91.49291605488203,247241.13360599402,101.39183570926885
369,369000,0.0000102169,30.74594664336492,-41442.9,41590,6580,274241.0332334722,0.005692656498529595,91.20641227332372,247383.9100114947,101.10819550953063
370,370000,0.0000102408,30.81786945016311,-41445.7,41592,6597,274949.558699273,0.005675324620930673,90.92872498020031,247391.8408258679,101.0575479083443
371,371000,0.000010265,30.890695053699353,-41473.2,41616,6589,274616.13495066087,0.005672441643969243,90.88253459696068,247487.0006853305,100.84493454777402
372,372000,0.0000102888,30.96231692825152,-41549.7,41708,6648,277075.13509667525,0.005689330439016065,91.15312292496502,247851.61082203948,101.90074522877657
373,373000,0.0000103124,31.033336938311656,-41571.7,41714,6595,274866.20276211994,0.0056775841639235105,90.96492685006675,247875.38042678274,100.86997742479423
374,374000,0.0000103358,31.10375508387976,-41610.1,41754,6597,274949.558699273,0.005686628512505172,91.10983328973964,248033.81534535042,100.99674683993783
375,375000,0.0000103612,31.180191874368212,-41646.2,41798,6626,276158.21978799195,0.005695763831355621,91.25619723380292,248208.03533251357,101.53236553743315
376,376000,0.0000103856,31.253619342396487,-41665.8,41806,6626,276158.21978799195,0.005654743868202984,90.59898496889596,248239.70512447238,100.7882860280711
377,377000,0.0000104095,31.325542149194675,-41708,41848,6623,276033.18588226236,0.005661754020643749,90.71129999330968,248405.93840283208,100.80004243726825
378,378000,0.0000104338,31.39866868497694,-41735,41872,6597,274949.558699273,0.0056761247676959,90.9415447447105,248500.90387819626,100.62071084958433
